time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.297164,-0.0014,-0.0169,0.0473,0.050
0.302184,-0.0061,-0.0073,0.0089,0.013
0.309651,-0.0297,-0.0072,-0.0102,0.032
0.312869,-0.0154,0.0024,0.0184,0.024
0.317117,0.0179,0.0166,0.0087,0.026
0.322865,0.0224,0.0163,-0.0008,0.028
0.327084,-0.0110,-0.0076,-0.0103,0.017
0.332491,0.0176,-0.0075,-0.0245,0.031
0.337726,-0.0110,0.0068,0.0090,0.016
0.341803,0.0176,-0.0168,-0.0101,0.026
0.347002,-0.0016,-0.0120,0.0185,0.022
0.351854,-0.0064,0.0119,-0.0149,0.020
0.356941,-0.0158,0.0119,0.0184,0.027
0.362871,-0.0157,-0.0026,-0.0150,0.022
0.366803,0.0033,-0.0025,0.0516,0.052
0.371928,0.0034,-0.0072,0.0322,0.033
0.376636,-0.0205,-0.0073,0.0462,0.051
0.381994,0.0082,-0.0167,-0.0064,0.020
0.386943,0.0129,-0.0023,-0.0159,0.021
0.391944,-0.0062,0.0024,0.0033,0.007
0.396916,0.0224,-0.0023,-0.0015,0.023
0.401985,0.0174,-0.0119,-0.0157,0.026
0.410026,-0.0066,-0.0023,0.0176,0.019
0.411805,0.0075,-0.0023,-0.0015,0.008
0.416890,0.0122,0.0026,0.0080,0.015
0.423049,-0.0165,0.0263,-0.0016,0.031
0.426563,-0.0020,-0.0023,-0.0206,0.021
0.431792,-0.0069,0.0166,0.0081,0.020
0.436881,0.0028,-0.0167,0.0128,0.021
0.442292,0.0218,0.0120,0.0032,0.025
0.446837,0.0027,0.0118,0.0079,0.014
0.451559,0.0074,-0.0071,-0.0112,0.015
0.456764,-0.0067,-0.0212,-0.0206,0.030
0.461794,-0.0113,0.0075,0.0366,0.039
0.466721,-0.0017,0.0074,0.0030,0.008
0.471786,-0.0113,-0.0070,-0.0160,0.021
0.476512,-0.0111,-0.0021,-0.0158,0.019
0.481721,0.0175,-0.0115,0.0033,0.021
0.486883,-0.0015,0.0028,-0.0205,0.021
0.492386,0.0174,0.0170,0.0082,0.026
0.496736,0.0220,0.0026,0.0034,0.022
0.501554,0.0075,0.0026,-0.0014,0.008
0.510130,-0.0258,-0.0070,0.0128,0.030
0.511615,-0.0066,0.0167,0.0222,0.029
0.517744,0.0078,0.0024,0.0031,0.009
0.523224,0.0029,0.0023,0.0078,0.009
0.526842,0.0030,0.0165,0.0077,0.019
0.531841,0.0125,-0.0074,-0.0113,0.018
0.536417,0.0029,-0.0073,-0.0018,0.008
0.541405,0.0076,0.0023,0.0030,0.009
0.546663,-0.0019,0.0165,0.0030,0.017
0.551390,-0.0208,-0.0074,0.0030,0.022
0.556474,0.0029,0.0070,0.0029,0.008
0.561661,-0.0019,-0.0073,0.0077,0.011
0.566390,-0.0066,0.0213,-0.0162,0.028
0.571622,0.0125,-0.0074,-0.0113,0.018
0.576869,-0.0159,-0.0358,0.0031,0.039
0.581450,0.0127,-0.0069,-0.0065,0.016
0.586710,0.0173,0.0027,0.0173,0.025
0.591497,-0.0066,-0.0164,-0.0018,0.018
0.596842,-0.0018,-0.0021,-0.0065,0.007
0.601365,-0.0066,0.0217,-0.0207,0.031
0.606407,-0.0018,-0.0212,-0.0063,0.022
0.611705,0.0076,0.0028,0.0175,0.019
0.618834,0.0172,-0.0114,0.0031,0.021
0.621942,0.0028,0.0076,-0.0112,0.014
0.626968,-0.0020,0.0076,-0.0158,0.018
0.631437,0.0123,-0.0067,0.0318,0.035
0.636502,0.0122,-0.0019,-0.0112,0.017
0.641886,-0.0022,-0.0162,-0.0064,0.018
0.647044,0.0027,0.0219,0.0127,0.025
0.651288,0.0074,-0.0163,-0.0112,0.021
0.656466,-0.0020,0.0077,0.0032,0.009
0.661573,-0.0162,0.0268,0.0174,0.036
0.666244,0.0173,0.0075,-0.0018,0.019
0.671792,0.0124,0.0170,-0.0112,0.024
0.676260,-0.0257,-0.0165,0.0031,0.031
0.681346,0.0030,-0.0021,-0.0064,0.007
0.686114,0.0316,0.0121,-0.0111,0.036
0.691382,-0.0019,-0.0022,-0.0015,0.003
0.697061,0.0219,0.0217,0.0127,0.033
0.701240,0.0028,0.0025,-0.0016,0.004
0.706360,0.0075,0.0073,0.0174,0.020
0.711146,0.0026,0.0025,0.0125,0.013
0.719070,0.0169,-0.0212,-0.0019,0.027
0.722050,0.0120,0.0169,-0.0161,0.026
0.726920,-0.0072,0.0026,-0.0017,0.008
0.732822,0.0024,0.0026,-0.0017,0.004
0.736231,0.0070,-0.0260,0.0221,0.035
0.741167,-0.0026,0.0122,-0.0114,0.017
0.747069,-0.0073,0.0168,0.0030,0.019
0.751130,0.0260,-0.0071,-0.0018,0.027
0.756115,-0.0028,0.0214,-0.0160,0.027
0.760965,0.0114,-0.0072,-0.0111,0.018
0.766274,-0.0076,-0.0072,-0.0110,0.015
0.772115,0.0068,0.0119,-0.0110,0.018
0.776219,-0.0265,0.0071,-0.0109,0.029
0.781144,0.0118,-0.0073,-0.0155,0.021
0.786101,0.0117,0.0117,0.0084,0.019
0.791084,0.0305,0.0115,-0.0202,0.038
0.797052,0.0160,-0.0075,0.0085,0.020
0.801588,-0.0127,-0.0026,0.0036,0.013
0.806397,0.0160,0.0210,0.0036,0.027
0.810922,0.0206,0.0114,-0.0202,0.031
0.816118,-0.0034,0.0207,0.0132,0.025
0.822815,0.0252,-0.0128,0.0084,0.029
0.826120,0.0011,-0.0031,0.0083,0.009
0.832764,0.0155,-0.0174,-0.0155,0.028
0.835843,0.0106,-0.0076,0.0179,0.022
0.841093,0.0153,0.0256,-0.0155,0.034
0.846390,-0.0085,0.0016,-0.0154,0.018
0.850860,0.0058,0.0016,-0.0010,0.006
0.856205,-0.0037,0.0110,0.0132,0.018
0.860863,-0.0179,-0.0129,-0.0011,0.022
0.866088,0.0014,-0.0035,-0.0153,0.016
0.871167,0.0062,-0.0273,0.0038,0.028
0.875894,0.0014,0.0014,-0.0010,0.002
0.880971,-0.0032,0.0013,-0.0105,0.011
0.885967,0.0016,0.0013,0.0038,0.004
0.890937,-0.0031,0.0250,0.0086,0.027
0.896044,0.0158,0.0058,-0.0057,0.018
0.901131,-0.0176,0.0057,0.0133,0.023
0.908042,-0.0080,0.0103,0.0037,0.014
0.910624,0.0063,-0.0041,0.0084,0.011
0.918070,0.0111,-0.0041,-0.0202,0.023
0.921816,0.0016,0.0008,0.0038,0.004
0.926198,-0.0127,0.0104,0.0085,0.018
0.931075,0.0064,-0.0182,0.0131,0.023
0.936211,0.0206,0.0105,-0.0107,0.025
0.940563,0.0015,0.0104,-0.0201,0.023
0.946023,0.0013,0.0008,0.0370,0.037
0.950608,-0.0035,-0.0086,0.0177,0.020
0.955905,-0.0319,0.0199,0.0271,0.046
0.960706,-0.0080,-0.0135,0.0079,0.018
0.965704,-0.0079,0.0056,-0.0064,0.012
0.971092,-0.0078,0.0103,-0.0111,0.017
0.975858,0.0016,-0.0184,-0.0110,0.022
0.980641,-0.0031,0.0009,0.0033,0.005
0.985680,-0.0172,0.0104,0.0128,0.024
0.990618,-0.0029,-0.0135,-0.0158,0.021
0.995991,-0.0076,-0.0086,0.0128,0.017
1.000687,-0.0028,-0.0181,-0.0111,0.021
1.008324,-0.0075,-0.0131,0.0080,0.017
1.011218,0.0022,-0.0083,0.0080,0.012
1.019552,-0.0026,0.0013,-0.0111,0.011
1.021680,0.0163,0.0013,-0.0110,0.020
1.025483,0.0019,0.0107,-0.0062,0.013
1.031120,0.0018,-0.0132,0.0034,0.014
1.035688,0.0066,0.0107,0.0176,0.022
1.040631,-0.0077,0.0154,0.0032,0.018
1.045504,0.0160,-0.0228,0.0174,0.033
1.050585,-0.0172,-0.0227,-0.0112,0.031
1.055821,0.0257,-0.0036,0.0221,0.034
1.060382,0.0161,0.0249,-0.0160,0.034
1.065651,-0.0031,-0.0181,0.0031,0.019
1.070744,0.0065,-0.0131,0.0078,0.017
1.075500,0.0396,0.0107,0.0077,0.042
1.080886,-0.0130,-0.0036,0.0029,0.014
1.085409,-0.0080,0.0107,-0.0208,0.025
1.090436,0.0016,-0.0084,-0.0159,0.018
1.095888,-0.0078,0.0249,0.0175,0.031
1.100475,-0.0031,0.0009,0.0221,0.022
1.108397,-0.0127,-0.0038,0.0171,0.022
1.110451,-0.0030,0.0009,0.0265,0.027
1.119681,-0.0125,-0.0086,-0.0165,0.022
1.122119,0.0019,0.0105,-0.0068,0.013
1.125768,-0.0077,0.0057,0.0075,0.012
1.131112,0.0020,0.0058,-0.0069,0.009
1.135649,0.0115,-0.0322,0.0027,0.034
1.141365,-0.0123,0.0013,-0.0021,0.013
1.145574,-0.0170,-0.0083,-0.0210,0.028
1.150303,-0.0027,-0.0130,-0.0161,0.021
1.156007,0.0212,-0.0081,-0.0160,0.028
1.160527,0.0019,0.0206,0.0126,0.024
1.165326,0.0019,0.0015,0.0078,0.008
1.170213,-0.0315,-0.0175,-0.0065,0.037
1.175531,-0.0124,0.0063,0.0410,0.043
1.180285,0.0257,0.0015,0.0074,0.027
1.185991,0.0064,0.0158,-0.0306,0.035
1.190297,0.0016,0.0108,0.0219,0.024
1.195175,-0.0173,0.0107,-0.0353,0.041
1.200288,0.0113,0.0391,-0.0160,0.044
1.205240,0.0208,-0.0134,-0.0016,0.025
1.210493,-0.0172,0.0104,-0.0016,0.020
1.217430,0.0163,0.0056,-0.0111,0.021
1.220144,0.0020,0.0056,0.0032,0.007
1.225351,-0.0123,0.0009,0.0032,0.013
1.230202,0.0115,-0.0229,0.0079,0.027
1.235187,0.0398,0.0010,-0.0064,0.040
1.240264,0.0110,0.0011,0.0127,0.017
1.245344,-0.0128,0.0105,0.0031,0.017
1.250262,-0.0080,0.0057,0.0125,0.016
1.255350,-0.0031,-0.0039,-0.0113,0.012
1.260525,0.0064,0.0247,0.0030,0.026
1.265134,0.0110,-0.0040,0.0267,0.029
1.270140,0.0063,-0.0041,0.0028,0.008
1.275122,-0.0175,-0.0136,-0.0020,0.022
1.280393,-0.0030,-0.0230,0.0218,0.032
1.285034,0.0065,0.0010,-0.0117,0.013
1.290077,-0.0031,-0.0037,-0.0068,0.008
1.295175,-0.0079,-0.0131,0.0265,0.031
1.300097,-0.0078,-0.0082,-0.0117,0.016
1.305123,-0.0077,-0.0177,0.0026,0.019
1.310204,-0.0171,0.0062,0.0121,0.022
1.318085,0.0114,0.0063,0.0120,0.018
1.320310,0.0398,0.0252,0.0024,0.047
1.324878,-0.0032,0.0059,-0.0166,0.018
1.330569,0.0015,-0.0083,0.0025,0.009
1.334871,-0.0033,-0.0176,0.0072,0.019
1.340228,0.0063,-0.0174,0.0119,0.022
1.345092,-0.0031,0.0158,0.0023,0.016
1.350250,-0.0030,0.0109,0.0023,0.012
1.355147,-0.0125,-0.0035,-0.0119,0.018
1.359993,-0.0077,0.0107,0.0024,0.013
1.364962,0.0018,0.0058,-0.0119,0.013
1.370088,0.0065,0.0010,-0.0070,0.010
1.374870,-0.0031,-0.0038,-0.0165,0.017
1.380185,-0.0031,-0.0038,-0.0163,0.017
1.386251,0.0159,0.0247,0.0266,0.040
1.390083,0.0017,0.0293,0.0121,0.032
1.394850,0.0113,0.0007,-0.0023,0.011
1.400109,-0.0174,-0.0041,-0.0260,0.032
1.404914,-0.0173,-0.0041,-0.0020,0.018
1.410004,0.0256,-0.0279,-0.0163,0.041
1.417734,-0.0031,0.0008,-0.0019,0.004
1.420718,0.0064,0.0245,0.0029,0.025
1.424797,-0.0174,-0.0137,0.0029,0.022
1.430174,0.0019,-0.0231,0.0076,0.024
1.434820,-0.0172,-0.0038,-0.0162,0.024
1.440383,0.0113,0.0009,0.0029,0.012
1.444743,0.0018,-0.0086,-0.0208,0.023
1.449655,-0.0029,-0.0037,-0.0017,0.005
1.454569,0.0067,-0.0036,-0.0207,0.022
1.460244,-0.0028,0.0249,0.0033,0.025
1.465225,0.0019,0.0104,-0.0253,0.027
1.469838,0.0020,0.0056,-0.0013,0.006
1.474538,0.0019,-0.0087,-0.0013,0.009
1.479707,0.0067,-0.0227,0.0035,0.024
1.484773,-0.0075,-0.0036,-0.0013,0.008
1.490222,-0.0265,0.0012,-0.0156,0.031
1.494794,0.0022,0.0106,0.0083,0.014
1.499679,0.0070,0.0057,0.0177,0.020
1.504466,-0.0215,-0.0038,0.0271,0.035
1.509657,0.0356,0.0199,-0.0111,0.042
1.522829,0.0069,-0.0087,-0.0015,0.011
1.523361,0.0116,-0.0087,-0.0063,0.016
1.524538,-0.0075,-0.0085,-0.0062,0.013
1.529573,0.0115,0.0105,0.0081,0.018
1.534839,-0.0029,0.0054,-0.0062,0.009
1.540385,-0.0075,0.0006,0.0081,0.011
1.545151,0.0163,-0.0184,0.0128,0.028
1.549853,0.0114,0.0007,0.0079,0.014
1.554878,0.0019,-0.0183,-0.0017,0.018
1.559898,-0.0123,0.0151,-0.0206,0.028
1.564541,0.0069,0.0055,-0.0252,0.027
1.569641,-0.0122,0.0007,0.0177,0.022
1.574549,0.0070,0.0102,-0.0157,0.020
1.579361,0.0070,0.0101,0.0082,0.015
1.584642,-0.0026,0.0100,0.0034,0.011
1.589634,0.0117,0.0098,-0.0156,0.022
1.594739,0.0021,0.0048,-0.0155,0.016
1.599588,-0.0120,-0.0094,-0.0059,0.016
1.604463,0.0069,-0.0094,0.0037,0.012
1.609727,-0.0026,-0.0141,0.0084,0.017
1.614836,-0.0026,0.0049,0.0178,0.019
1.620666,0.0259,-0.0094,0.0082,0.029
1.624443,-0.0076,0.0002,-0.0156,0.017
1.629443,0.0162,-0.0139,-0.0012,0.021
1.634473,0.0068,0.0005,0.0225,0.024
1.639588,0.0116,-0.0090,0.0176,0.023
1.644557,0.0114,0.0100,-0.0063,0.016
1.649480,0.0066,-0.0043,-0.0110,0.014
1.654352,-0.0029,-0.0043,-0.0062,0.008
1.659477,-0.0313,-0.0042,0.0034,0.032
1.664659,-0.0027,0.0053,0.0081,0.010
1.669662,0.0069,0.0100,0.0080,0.015
1.674393,-0.0264,-0.0138,0.0080,0.031
1.679479,-0.0072,0.0100,-0.0158,0.020
1.684322,-0.0119,-0.0233,-0.0110,0.028
1.689441,0.0262,-0.0185,-0.0061,0.033
1.694228,0.0214,-0.0137,0.0224,0.034
1.699486,-0.0072,-0.0229,-0.0158,0.029
1.704241,-0.0119,-0.0181,-0.0014,0.022
1.710022,0.0120,0.0010,0.0034,0.013
1.714677,0.0119,-0.0133,-0.0014,0.018
1.719479,-0.0119,-0.0036,-0.0156,0.020
1.724297,-0.0119,-0.0036,-0.0060,0.014
1.729682,-0.0213,-0.0178,0.0035,0.028
1.734246,-0.0116,-0.0082,-0.0012,0.014
1.739480,0.0029,-0.0082,-0.0202,0.022
1.744437,0.0172,-0.0270,-0.0010,0.032
1.749557,-0.0209,-0.0077,0.0037,0.023
1.754223,0.0077,0.0018,0.0417,0.042
1.759339,-0.0114,-0.0077,-0.0062,0.015
1.764508,0.0079,0.0067,-0.0109,0.015
1.769070,-0.0254,0.0209,-0.0060,0.033
1.774281,-0.0015,-0.0172,-0.0060,0.018
1.779018,-0.0205,-0.0171,0.0036,0.027
1.784280,-0.0013,-0.0075,-0.0060,0.010
1.789556,0.0083,0.0069,0.0036,0.011
1.794352,-0.0014,-0.0027,0.0178,0.018
1.799288,-0.0108,-0.0027,-0.0156,0.019
1.804048,0.0082,0.0021,0.0083,0.012
1.809055,0.0175,0.0069,-0.0060,0.020
1.814312,0.0221,0.0211,-0.0297,0.043
1.819407,0.0124,0.0020,0.0133,0.018
1.826147,0.0028,-0.0028,-0.0011,0.004
1.828957,-0.0066,-0.0171,-0.0153,0.024
1.834074,0.0125,0.0210,0.0180,0.030
1.839518,0.0077,0.0019,0.0084,0.012
1.845443,-0.0018,0.0018,0.0321,0.032
1.849815,-0.0065,0.0017,-0.0204,0.021
1.853905,0.0078,0.0159,-0.0108,0.021
1.858984,0.0076,0.0110,-0.0059,0.015
1.864014,0.0075,0.0015,0.0131,0.015
1.869044,0.0218,-0.0080,0.0130,0.027
1.874640,-0.0021,0.0207,0.0224,0.031
1.878853,-0.0259,-0.0032,0.0080,0.027
1.883897,-0.0209,-0.0033,-0.0111,0.024
1.888836,0.0031,0.0061,0.0127,0.014
1.894276,0.0173,-0.0176,-0.0111,0.027
1.899605,0.0124,0.0015,-0.0205,0.024
1.904094,0.0313,-0.0032,-0.0298,0.043
1.909031,0.0073,0.0015,0.0036,0.008
1.913849,-0.0071,-0.0128,0.0131,0.020
1.919465,-0.0070,0.0063,-0.0297,0.031
1.923874,0.0024,0.0110,-0.0010,0.011
1.928890,0.0213,0.0062,0.0085,0.024
1.933860,0.0021,0.0109,-0.0200,0.023
1.938978,-0.0122,-0.0034,0.0086,0.015
1.944144,-0.0121,-0.0129,0.0180,0.025
1.949005,-0.0167,0.0015,0.0131,0.021
1.954073,0.0072,0.0157,-0.0012,0.017
1.959547,0.0024,-0.0129,-0.0344,0.037
1.963709,-0.0023,0.0062,0.0038,0.008
1.969045,0.0167,-0.0271,0.0085,0.033
1.973888,0.0024,0.0110,-0.0105,0.015
1.978662,0.0072,0.0157,-0.0009,0.017
1.983975,-0.0119,0.0014,-0.0104,0.016
1.988524,-0.0166,-0.0224,0.0134,0.031
1.993952,-0.0068,-0.0127,-0.0057,0.016
1.998883,0.0171,0.0063,0.0086,0.020
2.003663,-0.0305,0.0158,0.0038,0.035
2.010812,0.0221,0.0252,-0.0010,0.034
2.013980,0.0031,0.0108,-0.0057,0.013
2.023941,0.0126,0.0012,0.0038,0.013
2.024525,-0.0209,0.0012,0.0180,0.028
2.028616,-0.0018,0.0107,-0.0011,0.011
2.033678,0.0220,-0.0273,0.0084,0.036
2.039792,-0.0161,-0.0129,-0.0107,0.023
2.043701,0.0125,-0.0033,-0.0201,0.024
2.048676,0.0077,-0.0128,-0.0057,0.016
2.053544,0.0171,0.0204,-0.0151,0.031
2.058683,-0.0115,0.0155,-0.0150,0.024
2.064020,-0.0114,0.0013,-0.0006,0.012
2.068778,0.0123,0.0013,0.0089,0.015
2.073639,-0.0163,-0.0035,-0.0292,0.034
2.078709,0.0218,-0.0082,-0.0195,0.030
2.083662,0.0074,-0.0034,-0.0050,0.010
2.088486,-0.0212,-0.0082,0.0235,0.033
2.093555,0.0123,0.0157,-0.0242,0.031
2.098396,-0.0164,0.0156,0.0187,0.029
2.103404,0.0122,0.0155,0.0091,0.022
2.110648,-0.0117,0.0106,-0.0100,0.019
2.113760,0.0026,0.0057,0.0186,0.020
2.122735,-0.0023,-0.0039,-0.0053,0.007
2.124008,0.0072,0.0056,-0.0148,0.017
2.129247,0.0167,-0.0182,-0.0099,0.027
2.133408,0.0023,0.0010,-0.0146,0.015
2.138904,0.0069,0.0010,0.0093,0.012
2.143680,-0.0075,0.0010,0.0092,0.012
2.148648,-0.0170,0.0009,-0.0051,0.018
2.154087,0.0212,0.0057,-0.0193,0.029
2.158543,0.0021,-0.0037,0.0046,0.006
2.163407,-0.0215,-0.0038,-0.0002,0.022
2.168632,0.0118,0.0009,0.0093,0.015
2.173340,0.0070,-0.0085,-0.0145,0.018
2.178372,-0.0075,0.0010,0.0046,0.009
2.183512,0.0117,-0.0131,0.0093,0.020
2.188915,-0.0169,-0.0083,0.0187,0.027
2.193423,-0.0026,0.0250,0.0186,0.031
2.198382,0.0022,0.0011,0.0042,0.005
2.203316,0.0069,0.0154,0.0089,0.019
2.211359,-0.0216,0.0106,-0.0007,0.024
2.213464,0.0118,0.0105,-0.0007,0.016
2.222302,-0.0024,-0.0086,-0.0054,0.010
2.224391,0.0023,-0.0085,-0.0006,0.009
2.228205,-0.0120,0.0200,0.0184,0.030
2.234116,0.0166,-0.0087,-0.0198,0.027
2.239137,-0.0025,-0.0039,-0.0006,0.005
2.243440,0.0070,0.0105,-0.0196,0.023
2.248138,-0.0168,-0.0133,-0.0099,0.024
2.253197,0.0117,-0.0037,0.0044,0.013
2.258761,-0.0216,-0.0132,0.0186,0.031
2.263746,0.0165,-0.0129,-0.0053,0.022
2.268334,-0.0074,0.0062,0.0280,0.030
2.273080,0.0163,-0.0130,-0.0292,0.036
2.278085,0.0020,-0.0034,-0.0242,0.025
2.283807,0.0020,-0.0033,0.0045,0.006
2.288296,-0.0217,0.0062,0.0092,0.024
2.293370,-0.0074,-0.0081,0.0091,0.014
2.298566,0.0212,0.0158,-0.0100,0.028
2.303148,0.0259,0.0109,0.0139,0.031
2.311265,-0.0027,-0.0082,-0.0053,0.010
2.313619,-0.0122,0.0013,0.0090,0.015
2.321866,-0.0168,0.0062,-0.0053,0.019
2.322957,0.0166,-0.0033,-0.0052,0.018
2.328315,0.0165,-0.0031,-0.0005,0.017
2.334061,-0.0026,0.0111,0.0043,0.012
2.338180,-0.0025,0.0158,-0.0005,0.016
2.343177,-0.0215,-0.0128,-0.0100,0.027
2.347967,-0.0213,0.0064,-0.0052,0.023
2.353144,0.0075,-0.0175,-0.0146,0.024
2.359049,0.0027,-0.0030,0.0045,0.006
2.362886,-0.0259,-0.0078,0.0045,0.027
2.368105,-0.0067,0.0113,-0.0003,0.013
2.372885,-0.0163,0.0016,0.0044,0.017
2.377858,-0.0018,0.0159,-0.0098,0.019
2.383515,0.0124,0.0063,-0.0098,0.017
2.387860,-0.0019,0.0252,-0.0097,0.027
2.393031,0.0076,-0.0035,0.0046,0.010
2.397878,0.0028,-0.0034,-0.0001,0.004
2.403016,-0.0209,0.0013,0.0094,0.023
2.408104,0.0221,-0.0035,0.0140,0.026
2.413186,-0.0018,-0.0177,-0.0003,0.018
2.422801,0.0076,-0.0081,0.0234,0.026
2.423305,-0.0065,-0.0318,0.0042,0.033
2.428008,-0.0064,-0.0030,-0.0101,0.012
2.433047,0.0078,0.0017,-0.0005,0.008
2.437863,0.0221,-0.0172,0.0090,0.029
2.443061,0.0219,0.0113,0.0042,0.025
2.447894,-0.0162,0.0207,-0.0148,0.030
2.452892,-0.0161,0.0015,-0.0005,0.016
2.458218,-0.0206,-0.0032,-0.0099,0.023
2.462694,-0.0015,0.0111,0.0044,0.012
2.467889,0.0033,0.0110,0.0043,0.012
2.473319,-0.0062,-0.0033,-0.0004,0.007
2.477952,0.0034,-0.0128,0.0328,0.035
2.482770,-0.0062,0.0062,-0.0055,0.010
2.487841,0.0223,0.0062,0.0088,0.025
2.492832,0.0031,-0.0034,-0.0007,0.005
2.497864,0.0127,-0.0128,0.0183,0.026
2.502790,-0.0159,-0.0174,-0.0104,0.026
2.507831,-0.0061,-0.0125,0.0324,0.035
2.514104,0.0082,0.0114,-0.0011,0.014
2.522617,-0.0155,-0.0077,-0.0058,0.018
2.523738,0.0037,0.0019,-0.0200,0.020
2.528147,-0.0011,-0.0076,0.0086,0.012
2.533313,0.0133,0.0019,0.0086,0.016
2.537969,0.0084,-0.0170,-0.0200,0.028
2.546353,0.0131,0.0068,-0.0151,0.021
2.548336,0.0082,-0.0027,0.0040,0.010
2.552658,-0.0061,-0.0122,-0.0150,0.020
2.558315,0.0129,0.0117,-0.0006,0.017
2.562426,-0.0205,0.0117,0.0136,0.027
2.567735,-0.0203,0.0117,0.0373,0.044
2.572679,-0.0058,0.0068,0.0180,0.020
2.577697,0.0226,0.0162,-0.0154,0.032
2.582517,0.0081,0.0018,0.0037,0.009
2.589081,-0.0109,-0.0172,0.0227,0.030
2.593155,0.0320,0.0114,0.0035,0.034
2.597605,0.0033,0.0065,-0.0108,0.013
2.602554,0.0174,0.0016,-0.0012,0.018
2.607892,0.0126,-0.0031,0.0083,0.015
2.614106,-0.0161,0.0111,0.0272,0.034
2.622582,0.0031,0.0109,0.0080,0.014
2.623091,0.0030,0.0014,-0.0158,0.016
2.627550,-0.0114,0.0156,0.0081,0.021
2.633024,0.0078,0.0060,-0.0205,0.023
2.637444,0.0221,-0.0130,-0.0108,0.028
2.643167,-0.0207,0.0014,0.0130,0.025
2.648426,0.0126,0.0299,0.0082,0.033
2.652456,-0.0065,0.0249,0.0128,0.029
2.658351,-0.0018,0.0199,0.0222,0.030
2.662373,0.0173,0.0103,-0.0159,0.026
2.668017,-0.0019,-0.0040,0.0127,0.013
2.672573,0.0076,0.0151,0.0173,0.024
2.677446,-0.0067,0.0055,0.0172,0.019
2.682207,-0.0209,-0.0088,0.0028,0.023
2.687434,0.0030,-0.0040,0.0075,0.009
2.693040,0.0172,-0.0181,-0.0115,0.028
2.697410,-0.0210,0.0058,-0.0115,0.025
2.702348,-0.0303,-0.0134,-0.0114,0.035
2.707211,-0.0016,-0.0037,0.0030,0.005
2.712472,0.0126,-0.0132,0.0125,0.022
2.720478,0.0031,0.0011,0.0218,0.022
2.722456,-0.0065,0.0154,-0.0021,0.017
