time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.387817,0.0019,0.0188,0.0095,0.021
0.388009,0.0159,-0.0145,-0.0001,0.022
0.388187,0.0063,0.0094,0.0284,0.031
0.390246,0.0063,-0.0050,-0.0051,0.009
0.395263,-0.0033,-0.0001,-0.0098,0.010
0.400485,0.0062,-0.0143,0.0093,0.018
0.405448,0.0204,0.0095,-0.0003,0.022
0.410701,-0.0083,-0.0001,-0.0003,0.008
0.415345,-0.0037,0.0142,-0.0145,0.021
0.420102,0.0058,0.0092,-0.0192,0.022
0.425652,0.0058,-0.0147,0.0048,0.016
0.430242,0.0010,0.0187,-0.0000,0.019
0.435090,-0.0084,-0.0147,0.0047,0.018
0.440213,0.0012,-0.0003,0.0047,0.005
0.450197,0.0012,-0.0050,0.0331,0.034
0.450905,0.0059,-0.0192,-0.0146,0.025
0.455595,0.0010,-0.0236,-0.0240,0.034
0.480452,0.0057,0.0051,0.0094,0.012
0.481063,-0.0133,-0.0235,0.0093,0.029
0.481230,0.0202,0.0004,0.0045,0.021
0.481357,0.0010,0.0147,0.0092,0.017
0.481488,0.0055,-0.0044,-0.0193,0.021
0.487149,-0.0183,0.0148,-0.0239,0.034
0.490526,-0.0229,0.0052,-0.0047,0.024
0.495569,-0.0133,-0.0233,0.0048,0.027
0.500683,-0.0085,-0.0232,-0.0142,0.028
0.505518,0.0057,0.0054,0.0191,0.021
0.509767,0.0057,0.0055,-0.0048,0.009
0.514925,-0.0039,-0.0136,0.0190,0.024
0.520153,0.0294,0.0007,0.0141,0.033
0.526547,-0.0089,0.0007,0.0140,0.017
0.531155,0.0197,0.0197,-0.0051,0.028
0.535218,0.0291,0.0005,0.0139,0.032
0.540692,-0.0044,-0.0232,0.0090,0.025
0.545715,0.0099,0.0056,-0.0053,0.013
0.570748,-0.0187,0.0008,-0.0052,0.019
0.571238,-0.0184,0.0008,0.0185,0.026
0.571370,0.0007,-0.0135,-0.0101,0.017
0.571504,0.0291,-0.0228,-0.0100,0.038
0.571632,0.0100,0.0011,-0.0147,0.018
0.575373,0.0051,0.0059,0.0044,0.009
0.580120,-0.0139,0.0058,0.0044,0.016
0.584911,-0.0186,-0.0179,-0.0004,0.026
0.589495,-0.0043,-0.0130,0.0044,0.014
0.594671,-0.0138,0.0108,0.0091,0.020
0.599666,0.0099,-0.0035,-0.0242,0.026
0.604805,-0.0045,0.0156,-0.0145,0.022
0.609601,0.0051,-0.0035,0.0141,0.015
0.614505,-0.0045,-0.0224,0.0140,0.027
0.619804,0.0097,0.0014,0.0186,0.021
0.624625,-0.0189,-0.0128,0.0137,0.027
0.629496,0.0051,0.0109,0.0088,0.015
0.634653,0.0099,0.0013,-0.0102,0.014
0.639414,-0.0187,0.0060,0.0041,0.020
0.644549,-0.0043,-0.0130,-0.0007,0.014
0.649480,0.0006,0.0014,-0.0054,0.006
0.656650,-0.0137,0.0109,0.0136,0.022
0.659438,-0.0088,0.0013,0.0135,0.016
0.664434,0.0101,0.0155,-0.0151,0.024
0.688567,-0.0136,-0.0180,-0.0055,0.023
0.690814,0.0105,0.0012,-0.0054,0.012
0.692199,0.0056,-0.0320,0.0041,0.033
0.693168,-0.0135,-0.0079,-0.0149,0.022
0.694197,-0.0134,0.0111,0.0327,0.037
0.698688,0.0104,-0.0033,-0.0008,0.011
0.701620,0.0058,-0.0032,0.0087,0.011
0.712811,0.0247,-0.0127,-0.0056,0.028
0.714910,0.0053,-0.0031,-0.0009,0.006
0.721437,-0.0184,0.0111,-0.0008,0.022
0.721887,0.0008,0.0158,-0.0056,0.017
0.729635,0.0198,-0.0033,0.0040,0.020
0.730546,0.0007,0.0015,-0.0056,0.006
0.734761,0.0148,-0.0032,-0.0008,0.015
0.739262,0.0051,0.0063,-0.0293,0.030
0.744270,0.0052,-0.0032,0.0185,0.019
0.749313,0.0145,-0.0079,-0.0149,0.022
0.754904,0.0002,0.0160,0.0137,0.021
0.781226,0.0050,0.0157,0.0136,0.021
0.782043,0.0002,0.0203,-0.0103,0.023
0.782288,0.0145,0.0154,0.0088,0.023
0.782464,-0.0048,0.0059,-0.0008,0.008
0.782653,-0.0046,-0.0084,0.0182,0.021
0.786712,0.0286,-0.0036,0.0086,0.030
0.790969,-0.0145,0.0154,0.0038,0.021
0.795740,-0.0144,0.0010,0.0085,0.017
0.799476,-0.0190,0.0009,-0.0106,0.022
0.816927,-0.0285,0.0199,-0.0105,0.036
0.817421,0.0192,0.0008,0.0086,0.021
0.817562,-0.0332,0.0102,-0.0105,0.036
0.819133,-0.0045,0.0005,-0.0151,0.016
0.824063,-0.0091,-0.0185,0.0277,0.035
0.829368,-0.0138,-0.0135,0.0037,0.020
0.834948,-0.0042,0.0010,-0.0010,0.004
0.839100,-0.0279,0.0058,-0.0058,0.029
0.843961,-0.0040,0.0058,-0.0010,0.007
0.849407,-0.0135,-0.0133,-0.0200,0.028
0.854279,-0.0228,-0.0085,-0.0103,0.026
0.891177,-0.0086,0.0107,0.0088,0.016
0.891889,0.0105,-0.0131,-0.0008,0.017
0.892072,-0.0086,0.0202,0.0087,0.024
0.892209,-0.0134,0.0201,-0.0056,0.025
0.892430,-0.0180,0.0009,-0.0103,0.021
0.892575,0.0153,-0.0085,-0.0102,0.020
0.892715,0.0056,-0.0037,-0.0196,0.021
0.896620,-0.0040,-0.0085,0.0138,0.017
0.899321,0.0150,0.0153,-0.0054,0.022
0.905616,0.0196,0.0295,-0.0243,0.043
0.911432,0.0147,0.0103,-0.0004,0.018
0.914269,0.0099,-0.0087,0.0139,0.019
0.918930,-0.0045,-0.0466,-0.0100,0.048
0.924424,-0.0140,0.0012,0.0186,0.023
0.929059,-0.0138,0.0107,0.0090,0.020
0.934691,0.0100,-0.0083,-0.0054,0.014
0.939501,-0.0138,0.0108,-0.0196,0.026
0.943829,0.0100,0.0012,-0.0052,0.011
0.948767,0.0098,0.0108,-0.0099,0.018
0.953913,0.0002,0.0059,-0.0193,0.020
0.958810,-0.0092,0.0058,-0.0001,0.011
0.979550,0.0052,0.0104,-0.0096,0.015
0.980073,-0.0138,-0.0040,0.0095,0.017
0.980214,0.0053,0.0199,0.0094,0.023
0.980338,-0.0089,0.0103,0.0093,0.017
0.983755,0.0148,0.0054,0.0187,0.024
0.988830,-0.0044,-0.0089,-0.0052,0.011
0.993647,-0.0186,-0.0183,-0.0051,0.027
0.998710,-0.0089,-0.0133,0.0091,0.018
1.004957,0.0102,-0.0083,-0.0004,0.013
1.008673,-0.0137,-0.0177,-0.0289,0.037
1.013666,-0.0229,-0.0177,-0.0049,0.029
1.018683,-0.0228,-0.0080,-0.0001,0.024
1.023670,-0.0035,-0.0032,0.0188,0.019
1.029519,-0.0034,0.0063,-0.0098,0.012
1.034060,-0.0270,-0.0128,0.0045,0.030
1.038903,0.0017,-0.0033,-0.0050,0.006
1.045612,-0.0221,-0.0080,0.0140,0.027
1.048699,-0.0029,0.0015,0.0187,0.019
1.073924,0.0018,-0.0032,0.0138,0.014
1.074565,0.0066,-0.0079,0.0089,0.014
1.074726,-0.0029,-0.0080,-0.0007,0.008
1.074853,-0.0124,-0.0174,0.0183,0.028
1.074980,-0.0028,0.0111,-0.0008,0.012
1.078968,-0.0123,0.0016,-0.0151,0.019
1.084566,-0.0027,0.0064,-0.0102,0.012
1.088686,0.0068,0.0063,-0.0006,0.009
1.093703,0.0162,-0.0034,0.0089,0.019
1.098588,-0.0125,0.0205,-0.0007,0.024
1.103538,-0.0124,0.0060,-0.0149,0.020
1.108606,0.0114,-0.0177,0.0090,0.023
1.113493,0.0066,-0.0176,-0.0054,0.020
1.118618,0.0208,0.0063,0.0232,0.032
1.123543,-0.0126,0.0062,0.0135,0.019
1.128665,-0.0030,0.0015,0.0039,0.005
1.133734,-0.0219,0.0158,0.0181,0.032
1.138529,-0.0027,0.0110,-0.0011,0.011
1.145323,-0.0027,-0.0223,0.0179,0.029
1.148447,-0.0027,0.0018,0.0035,0.005
1.170471,-0.0122,0.0254,-0.0012,0.028
1.171045,-0.0168,0.0015,0.0035,0.017
1.171217,0.0118,0.0015,-0.0108,0.016
1.171364,0.0069,0.0015,-0.0107,0.013
1.173635,0.0019,0.0252,-0.0058,0.026
1.178513,-0.0171,-0.0082,-0.0010,0.019
1.183512,0.0020,-0.0129,-0.0058,0.014
1.188531,0.0020,-0.0082,-0.0105,0.013
1.193534,-0.0074,0.0060,0.0134,0.016
1.198371,-0.0027,0.0107,-0.0105,0.015
1.203877,-0.0073,0.0152,0.0181,0.025
1.208269,0.0118,-0.0228,-0.0105,0.028
1.213316,0.0021,-0.0274,0.0038,0.028
1.218593,0.0211,-0.0035,0.0085,0.023
1.223340,0.0068,-0.0083,-0.0011,0.011
1.228364,-0.0075,-0.0128,-0.0106,0.018
1.233201,0.0067,0.0015,-0.0200,0.021
1.238522,0.0066,-0.0127,-0.0008,0.014
1.245923,0.0019,0.0064,0.0134,0.015
1.248457,0.0018,0.0016,-0.0199,0.020
1.273647,-0.0077,0.0017,-0.0245,0.026
1.274198,0.0162,-0.0031,0.0090,0.019
1.274353,0.0018,-0.0029,0.0041,0.005
1.274504,0.0065,0.0018,0.0041,0.008
1.274641,0.0160,-0.0078,0.0041,0.018
1.278206,-0.0031,0.0111,0.0278,0.030
1.283274,0.0018,-0.0175,0.0228,0.029
1.288550,-0.0078,0.0016,-0.0154,0.017
1.294035,-0.0315,0.0015,-0.0247,0.040
1.298342,0.0068,-0.0034,-0.0008,0.008
1.303369,0.0210,0.0014,-0.0008,0.021
1.309002,-0.0029,-0.0033,-0.0198,0.020
1.313186,-0.0029,-0.0128,0.0089,0.016
1.318746,-0.0076,-0.0127,-0.0197,0.025
1.323140,0.0115,0.0065,0.0090,0.016
1.328201,0.0114,-0.0174,-0.0006,0.021
1.333053,0.0162,-0.0076,0.0042,0.018
1.340789,-0.0029,-0.0314,-0.0054,0.032
1.346488,-0.0076,-0.0025,-0.0148,0.017
1.348330,-0.0123,0.0069,0.0185,0.023
1.373626,0.0116,-0.0122,-0.0006,0.017
1.374175,-0.0172,-0.0025,-0.0006,0.017
1.374338,-0.0028,0.0023,-0.0101,0.011
1.374506,0.0019,0.0023,0.0185,0.019
1.374727,-0.0218,0.0069,0.0088,0.025
1.378166,-0.0121,-0.0122,-0.0055,0.018
1.383124,-0.0121,-0.0074,0.0183,0.023
1.388094,0.0118,0.0164,-0.0104,0.023
1.393724,0.0212,0.0164,0.0040,0.027
1.397986,0.0114,0.0068,0.0134,0.019
1.403182,-0.0077,0.0161,-0.0009,0.018
1.408118,-0.0123,0.0113,-0.0009,0.017
1.412928,-0.0028,0.0016,0.0181,0.018
1.418098,-0.0074,0.0063,-0.0058,0.011
1.423340,0.0212,0.0252,-0.0152,0.036
1.428069,0.0115,0.0060,-0.0009,0.013
1.432796,-0.0171,-0.0036,0.0086,0.020
1.437917,0.0164,0.0012,-0.0009,0.016
1.443124,0.0019,0.0155,-0.0104,0.019
1.448549,0.0068,0.0012,-0.0151,0.017
1.474386,-0.0124,0.0013,0.0088,0.015
1.474839,-0.0171,0.0059,-0.0150,0.024
1.474977,-0.0123,-0.0085,-0.0007,0.015
1.475113,-0.0075,0.0106,-0.0244,0.028
1.475246,0.0069,-0.0132,0.0043,0.016
1.478275,0.0068,0.0155,-0.0005,0.017
1.483024,-0.0123,-0.0179,-0.0337,0.040
1.487741,-0.0074,-0.0130,-0.0145,0.021
1.493024,-0.0170,0.0014,-0.0048,0.018
1.497994,0.0069,0.0060,0.0189,0.021
1.502895,-0.0027,-0.0129,0.0378,0.040
1.507697,0.0116,0.0014,-0.0005,0.012
1.512751,-0.0122,0.0060,0.0137,0.019
1.517905,0.0068,-0.0035,-0.0054,0.009
1.522858,0.0020,0.0061,0.0042,0.008
1.527707,0.0114,0.0155,-0.0149,0.024
1.532607,-0.0028,-0.0037,0.0138,0.015
1.538324,0.0020,-0.0036,0.0231,0.023
1.542661,-0.0123,0.0059,-0.0150,0.020
1.549211,0.0162,0.0011,0.0183,0.024
1.575864,0.0065,-0.0084,0.0182,0.021
1.576294,-0.0220,0.0060,0.0085,0.024
1.576422,-0.0076,0.0250,-0.0011,0.026
1.576547,-0.0123,-0.0180,0.0037,0.022
1.576670,-0.0312,-0.0130,-0.0153,0.037
1.579566,0.0024,0.0013,0.0038,0.005
1.582741,-0.0071,0.0059,0.0180,0.020
1.587606,0.0072,0.0154,0.0036,0.017
1.592868,-0.0072,0.0057,-0.0012,0.009
1.597798,0.0165,-0.0085,0.0036,0.019
1.602745,0.0164,0.0201,0.0036,0.026
1.607462,-0.0122,0.0246,-0.0060,0.028
1.612655,-0.0073,-0.0089,-0.0059,0.013
1.617445,0.0118,-0.0088,-0.0106,0.018
1.622868,0.0070,-0.0182,-0.0105,0.022
1.627795,0.0069,0.0199,-0.0199,0.029
1.632539,0.0069,0.0149,-0.0150,0.022
1.637420,-0.0075,0.0148,-0.0149,0.022
1.642464,0.0067,0.0100,0.0185,0.022
1.647471,-0.0028,0.0194,0.0041,0.020
1.655255,-0.0122,0.0049,-0.0055,0.014
1.658020,0.0068,0.0049,-0.0244,0.026
1.681027,-0.0122,0.0049,0.0185,0.023
1.681462,-0.0072,-0.0095,-0.0006,0.012
1.681598,0.0071,0.0096,-0.0149,0.019
1.681719,0.0022,-0.0094,-0.0147,0.018
1.682548,0.0117,0.0096,-0.0004,0.015
1.687648,-0.0028,-0.0189,0.0091,0.021
1.692410,-0.0028,0.0050,0.0043,0.007
1.697667,0.0162,0.0049,0.0090,0.019
1.703410,0.0067,0.0096,0.0137,0.018
1.707259,-0.0075,0.0048,0.0041,0.010
1.712323,0.0067,0.0190,0.0088,0.022
1.717266,-0.0075,0.0046,0.0135,0.016
1.722792,0.0020,0.0093,0.0039,0.010
1.728101,-0.0076,-0.0145,0.0086,0.019
1.732655,-0.0123,-0.0002,-0.0200,0.023
1.737282,0.0019,0.0188,-0.0103,0.022
1.742199,0.0207,0.0092,0.0040,0.023
1.747247,0.0063,-0.0004,-0.0293,0.030
1.752306,-0.0080,0.0139,-0.0148,0.022
1.757494,0.0062,0.0138,-0.0004,0.015
1.783391,-0.0176,-0.0053,0.0044,0.019
1.783829,-0.0127,-0.0051,-0.0004,0.014
1.783995,-0.0079,0.0091,0.0138,0.018
1.784130,-0.0220,-0.0052,-0.0195,0.030
1.784267,-0.0170,-0.0051,-0.0004,0.018
1.787237,-0.0170,0.0139,-0.0051,0.023
1.792280,-0.0074,-0.0005,-0.0193,0.021
1.797167,-0.0025,-0.0005,0.0093,0.010
1.803515,0.0119,-0.0052,0.0045,0.014
1.807099,0.0023,0.0044,-0.0098,0.011
1.812300,0.0166,-0.0098,-0.0050,0.020
1.817049,-0.0024,0.0141,-0.0002,0.014
1.823144,-0.0071,0.0044,-0.0049,0.010
1.827191,-0.0069,-0.0098,0.0141,0.019
1.832333,0.0026,-0.0049,-0.0002,0.006
1.837052,0.0026,0.0046,0.0235,0.024
1.842095,0.0074,0.0046,-0.0052,0.010
1.847004,0.0073,0.0189,-0.0004,0.020
1.852268,0.0072,-0.0098,-0.0099,0.016
1.857914,-0.0071,-0.0097,0.0044,0.013
1.881295,-0.0023,0.0094,-0.0004,0.010
1.881724,-0.0070,0.0093,-0.0051,0.013
1.881849,-0.0118,0.0044,0.0139,0.019
1.882028,-0.0259,0.0043,-0.0337,0.043
1.882317,-0.0066,-0.0336,0.0046,0.035
1.887493,-0.0206,-0.0143,-0.0049,0.026
1.892404,0.0033,0.0000,0.0046,0.006
1.897227,0.0081,0.0190,-0.0192,0.028
1.902512,0.0033,0.0142,-0.0000,0.015
1.907003,-0.0110,0.0094,-0.0190,0.024
1.911859,-0.0158,-0.0002,0.0144,0.021
1.917399,-0.0062,-0.0049,-0.0190,0.021
1.922301,0.0271,0.0046,-0.0046,0.028
1.927000,-0.0064,0.0046,-0.0235,0.025
1.932062,0.0127,-0.0050,0.0052,0.015
1.937378,-0.0016,-0.0096,0.0099,0.014
1.941817,-0.0110,-0.0095,-0.0187,0.024
1.946849,-0.0252,0.0002,-0.0043,0.026
1.952195,-0.0059,-0.0093,0.0290,0.031
1.957065,0.0035,0.0144,0.0097,0.018
1.985662,0.0035,0.0143,0.0002,0.015
1.986154,0.0082,-0.0048,-0.0046,0.011
1.986303,-0.0060,-0.0046,-0.0046,0.009
1.986432,0.0083,0.0001,-0.0093,0.012
1.986576,0.0130,0.0048,0.0098,0.017
1.986707,-0.0014,-0.0238,-0.0093,0.026
1.992080,-0.0107,0.0003,-0.0139,0.018
1.996721,-0.0107,-0.0045,0.0004,0.012
2.001985,0.0083,-0.0138,0.0052,0.017
2.006939,-0.0014,-0.0137,0.0004,0.014
2.012089,0.0034,0.0198,0.0051,0.021
2.016720,-0.0252,0.0006,0.0098,0.027
2.022462,-0.0012,0.0005,-0.0188,0.019
2.026679,-0.0297,0.0195,-0.0091,0.037
2.031707,0.0038,-0.0044,0.0052,0.008
2.037229,0.0039,0.0147,0.0052,0.016
2.041767,0.0086,-0.0139,-0.0044,0.017
2.046710,-0.0010,0.0052,0.0099,0.011
2.051894,0.0085,0.0146,0.0003,0.017
2.056613,0.0227,-0.0045,0.0146,0.027
2.081840,-0.0107,-0.0092,0.0192,0.024
2.082333,-0.0011,-0.0044,0.0095,0.011
2.082461,0.0178,0.0099,0.0190,0.028
2.082581,0.0130,0.0003,0.0046,0.014
2.082702,0.0176,0.0051,-0.0145,0.023
2.087123,-0.0016,-0.0045,0.0189,0.019
2.091717,-0.0016,-0.0092,0.0092,0.013
2.096633,0.0033,0.0051,0.0092,0.011
2.101642,0.0034,-0.0044,-0.0004,0.006
2.106684,0.0082,0.0004,-0.0384,0.039
2.112327,0.0035,-0.0185,-0.0048,0.019
2.116491,0.0035,-0.0089,-0.0285,0.030
2.122123,-0.0012,0.0055,-0.0188,0.020
2.126494,-0.0248,-0.0041,-0.0092,0.027
2.131462,0.0087,-0.0041,0.0194,0.022
2.136858,0.0039,0.0198,0.0050,0.021
2.141455,-0.0009,-0.0041,0.0192,0.020
2.148190,0.0134,-0.0041,0.0096,0.017
2.151635,-0.0153,0.0054,0.0237,0.029
2.177181,-0.0104,0.0101,0.0093,0.017
2.177658,0.0087,-0.0041,-0.0050,0.011
2.177823,0.0134,-0.0135,0.0235,0.030
2.178019,-0.0057,0.0151,-0.0384,0.042
2.178168,-0.0009,0.0007,0.0094,0.009
2.181392,0.0038,-0.0088,0.0093,0.013
2.187681,-0.0009,-0.0088,-0.0240,0.026
2.191406,-0.0057,0.0197,0.0047,0.021
2.196555,0.0038,0.0148,-0.0096,0.018
2.201530,-0.0057,0.0100,0.0237,0.026
2.206978,0.0180,0.0195,0.0235,0.035
2.211757,0.0085,-0.0091,0.0091,0.015
2.216469,-0.0059,-0.0089,-0.0100,0.015
2.221448,0.0180,-0.0041,0.0138,0.023
2.226556,-0.0202,0.0007,0.0089,0.022
2.231261,-0.0153,-0.0040,-0.0101,0.019
2.236490,0.0038,0.0056,-0.0053,0.009
2.241554,0.0132,-0.0182,-0.0005,0.022
2.248459,0.0178,-0.0037,-0.0005,0.018
2.251314,-0.0203,-0.0084,-0.0052,0.023
2.277423,0.0225,0.0108,-0.0147,0.029
2.277966,0.0081,0.0012,0.0139,0.016
2.278113,0.0176,0.0058,-0.0099,0.021
2.278256,0.0079,0.0059,-0.0146,0.018
2.278389,0.0125,-0.0226,0.0235,0.035
2.281166,-0.0067,0.0156,-0.0194,0.026
2.286516,-0.0018,0.0061,-0.0193,0.020
2.291740,0.0125,0.0155,0.0189,0.027
2.296406,-0.0114,0.0107,-0.0193,0.025
2.301253,-0.0017,0.0012,-0.0096,0.010
2.306214,-0.0160,0.0249,0.0095,0.031
2.311306,-0.0063,-0.0180,-0.0096,0.021
2.316353,0.0031,-0.0082,0.0189,0.021
2.322309,0.0080,0.0062,0.0045,0.011
2.326343,-0.0158,0.0061,0.0188,0.025
2.331097,-0.0158,-0.0225,0.0091,0.029
2.336555,0.0128,0.0063,-0.0100,0.017
2.341107,0.0079,0.0110,0.0186,0.023
2.348590,-0.0065,-0.0081,-0.0053,0.012
2.351451,0.0173,0.0062,-0.0242,0.030
2.382766,0.0076,0.0157,-0.0288,0.034
2.383709,0.0075,-0.0177,-0.0001,0.019
2.383925,-0.0163,0.0110,-0.0048,0.020
2.384094,0.0123,-0.0176,0.0142,0.026
2.384239,-0.0162,0.0109,0.0046,0.020
2.384378,-0.0067,0.0109,0.0188,0.023
2.386401,-0.0066,-0.0129,-0.0003,0.015
2.391501,0.0029,-0.0368,0.0044,0.037
2.396855,-0.0019,-0.0128,-0.0241,0.027
2.401394,0.0266,0.0110,-0.0097,0.030
2.408408,-0.0068,-0.0033,0.0047,0.009
2.413157,-0.0304,0.0015,-0.0096,0.032
2.416340,-0.0016,0.0394,0.0142,0.042
2.421685,0.0174,0.0012,0.0236,0.029
2.426146,-0.0112,0.0012,-0.0004,0.011
2.431017,-0.0206,0.0202,0.0091,0.030
2.436120,0.0033,0.0154,-0.0099,0.019
2.440916,-0.0110,-0.0085,0.0044,0.015
2.448972,0.0176,-0.0133,-0.0004,0.022
2.451140,0.0032,-0.0037,-0.0004,0.005
2.474092,0.0128,-0.0130,-0.0336,0.038
2.474633,-0.0064,0.0015,-0.0096,0.012
2.474794,0.0078,-0.0080,-0.0048,0.012
2.474930,0.0220,0.0206,0.0000,0.030
2.476055,0.0027,-0.0176,0.0380,0.042
2.481016,-0.0069,-0.0032,0.0092,0.012
2.486114,0.0073,0.0206,-0.0099,0.024
2.491207,-0.0070,-0.0033,0.0045,0.009
2.497038,-0.0024,-0.0032,0.0044,0.006
2.501015,-0.0164,0.0063,0.0091,0.020
2.505884,-0.0115,0.0014,-0.0004,0.012
2.510719,-0.0065,-0.0081,0.0091,0.014
2.516157,-0.0158,0.0062,-0.0195,0.026
2.521566,0.0034,0.0064,0.0044,0.008
2.526335,-0.0157,-0.0174,-0.0194,0.030
2.530833,0.0130,0.0112,-0.0097,0.020
2.536242,0.0082,-0.0317,-0.0049,0.033
2.540646,-0.0156,-0.0030,-0.0144,0.021
2.549167,-0.0012,0.0018,0.0095,0.010
2.550964,0.0083,-0.0125,0.0047,0.016
2.574410,-0.0347,-0.0028,0.0094,0.036
2.574874,-0.0058,0.0021,-0.0049,0.008
2.575036,-0.0010,-0.0076,0.0046,0.009
2.575167,0.0037,-0.0027,0.0046,0.006
2.575665,0.0036,-0.0122,-0.0050,0.014
2.580688,-0.0248,-0.0075,-0.0144,0.030
2.585805,-0.0246,-0.0074,-0.0001,0.026
2.590731,-0.0100,-0.0026,0.0189,0.022
2.595807,-0.0100,0.0022,-0.0240,0.026
2.600700,0.0186,0.0117,0.0142,0.026
2.605465,0.0043,0.0116,-0.0049,0.013
2.610496,-0.0004,0.0069,-0.0048,0.008
2.615523,0.0328,0.0020,-0.0143,0.036
2.620561,-0.0150,-0.0409,-0.0047,0.044
2.625640,0.0136,0.0070,-0.0046,0.016
2.630635,0.0136,-0.0214,-0.0094,0.027
2.635505,0.0039,0.0073,0.0097,0.013
2.640521,0.0180,-0.0119,0.0049,0.022
2.645499,0.0084,-0.0117,-0.0047,0.015
2.650601,-0.0060,0.0074,0.0001,0.009
2.657974,-0.0107,0.0214,0.0096,0.026
2.660523,0.0178,0.0070,-0.0094,0.021
2.682618,-0.0061,-0.0310,0.0334,0.046
2.683165,0.0130,0.0026,0.0378,0.040
2.683327,0.0271,0.0026,0.0233,0.036
2.683493,0.0031,0.0121,0.0041,0.013
2.686130,-0.0018,0.0024,-0.0007,0.003
2.690834,-0.0112,-0.0070,-0.0054,0.014
2.695681,0.0032,0.0216,-0.0291,0.036
2.701320,-0.0016,-0.0022,-0.0241,0.024
2.705577,0.0175,-0.0259,-0.0239,0.039
2.710392,0.0125,-0.0115,0.0190,0.025
2.715368,-0.0065,0.0076,0.0046,0.011
