time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.328607,0.0187,0.0044,-0.0050,0.020
0.344479,0.0138,-0.0052,0.0235,0.028
0.344938,-0.0006,-0.0051,0.0186,0.019
0.345078,0.0184,0.0140,-0.0148,0.027
0.348763,0.0039,0.0281,-0.0147,0.032
0.354593,0.0132,-0.0101,0.0139,0.022
0.358575,-0.0107,-0.0195,0.0043,0.023
0.363594,-0.0154,-0.0099,-0.0195,0.027
0.369121,-0.0010,-0.0099,-0.0146,0.018
0.373928,0.0133,0.0044,0.0046,0.015
0.378733,0.0036,0.0043,-0.0145,0.016
0.383785,-0.0201,0.0234,-0.0144,0.034
0.388694,0.0226,-0.0195,-0.0332,0.045
0.393652,-0.0109,0.0092,-0.0140,0.020
0.398558,0.0083,-0.0051,0.0146,0.018
0.403725,-0.0061,-0.0051,-0.0140,0.016
0.412989,-0.0061,-0.0001,0.0241,0.025
0.413796,0.0082,-0.0049,0.0002,0.010
0.418548,0.0035,-0.0001,-0.0046,0.006
0.423831,0.0273,0.0046,0.0097,0.029
0.428643,0.0034,-0.0096,0.0191,0.022
0.446928,0.0035,-0.0095,-0.0143,0.018
0.447340,0.0035,-0.0046,0.0096,0.011
0.447469,-0.0013,-0.0046,0.0095,0.011
0.448314,0.0035,-0.0094,0.0142,0.017
0.453363,-0.0109,-0.0045,0.0046,0.013
0.458490,-0.0250,0.0098,-0.0097,0.029
0.463428,-0.0011,-0.0141,0.0094,0.017
0.468673,-0.0295,-0.0141,-0.0002,0.033
0.473534,-0.0150,-0.0188,0.0093,0.026
0.478462,0.0088,0.0146,0.0282,0.033
0.483249,-0.0007,0.0049,-0.0053,0.007
0.489020,-0.0150,-0.0047,-0.0052,0.017
0.493458,-0.0149,0.0002,-0.0147,0.021
0.498392,0.0090,0.0001,-0.0146,0.017
0.503665,-0.0195,-0.0142,0.0141,0.028
0.513102,-0.0098,-0.0045,-0.0240,0.026
0.513816,-0.0098,-0.0092,0.0141,0.019
0.518252,0.0046,0.0051,0.0045,0.008
0.534703,0.0046,-0.0091,0.0140,0.017
0.535164,0.0095,-0.0185,0.0044,0.021
0.535298,-0.0191,0.0149,-0.0289,0.038
0.543104,0.0000,-0.0184,0.0188,0.026
0.543526,0.0191,0.0007,-0.0003,0.019
0.550029,0.0001,0.0054,-0.0098,0.011
0.553569,0.0190,0.0196,0.0093,0.029
0.558340,-0.0097,-0.0090,0.0187,0.023
0.564124,-0.0001,-0.0089,-0.0052,0.010
0.568618,0.0237,0.0195,0.0043,0.031
0.573311,-0.0002,0.0004,-0.0052,0.005
0.578621,-0.0096,-0.0187,-0.0052,0.022
0.583288,0.0145,-0.0044,0.0186,0.024
0.588872,0.0095,0.0146,-0.0005,0.017
0.593420,0.0190,-0.0092,-0.0148,0.026
0.598258,0.0046,-0.0091,0.0091,0.014
0.603602,-0.0097,0.0053,-0.0052,0.012
0.613281,0.0188,-0.0137,-0.0004,0.023
0.614063,-0.0146,-0.0041,0.0043,0.016
0.618217,0.0093,0.0054,0.0138,0.017
0.623380,-0.0099,0.0195,0.0042,0.022
0.628579,-0.0003,0.0004,-0.0054,0.005
0.646440,0.0091,0.0099,0.0232,0.027
0.646887,-0.0195,0.0051,-0.0103,0.023
0.647022,-0.0004,0.0194,-0.0197,0.028
0.647876,0.0138,0.0097,0.0232,0.029
0.654058,-0.0006,0.0144,-0.0007,0.014
0.658939,0.0137,-0.0143,-0.0055,0.021
0.663745,-0.0148,0.0001,-0.0007,0.015
0.668053,0.0090,0.0096,-0.0054,0.014
0.672938,-0.0053,-0.0046,0.0041,0.008
0.678078,0.0044,0.0002,0.0041,0.006
0.682987,-0.0052,-0.0142,-0.0102,0.018
0.688968,-0.0100,0.0002,0.0184,0.021
0.693081,0.0235,-0.0141,-0.0007,0.027
0.697848,-0.0243,0.0051,0.0135,0.028
0.703386,-0.0241,0.0050,0.0086,0.026
0.713336,-0.0049,0.0049,-0.0009,0.007
0.714064,0.0047,0.0143,-0.0104,0.018
0.718408,0.0141,0.0000,-0.0103,0.017
0.722819,-0.0052,-0.0048,-0.0197,0.021
0.727849,0.0186,0.0189,-0.0053,0.027
0.746183,-0.0385,0.0187,-0.0100,0.044
0.746604,0.0140,-0.0099,0.0090,0.019
0.746739,-0.0241,0.0044,-0.0100,0.026
0.747824,-0.0239,-0.0051,-0.0052,0.025
0.752730,0.0095,0.0187,-0.0099,0.023
0.757886,-0.0000,0.0138,-0.0051,0.015
0.763213,0.0000,0.0041,-0.0098,0.011
0.767879,0.0095,0.0135,-0.0097,0.019
0.772940,-0.0095,-0.0009,-0.0144,0.017
0.777919,0.0047,-0.0105,0.0095,0.015
0.782743,-0.0097,0.0039,-0.0238,0.026
0.789451,0.0047,-0.0009,-0.0141,0.015
0.792840,-0.0001,-0.0056,0.0097,0.011
0.797727,0.0141,0.0134,-0.0141,0.024
0.803015,-0.0098,0.0085,-0.0187,0.023
0.807487,0.0093,0.0037,0.0194,0.022
0.812807,-0.0240,-0.0200,-0.0092,0.033
0.817922,-0.0286,-0.0151,0.0241,0.040
0.841028,-0.0191,-0.0245,0.0049,0.031
0.841501,-0.0048,-0.0100,0.0096,0.015
0.841644,-0.0047,0.0185,-0.0095,0.021
0.841774,0.0192,0.0137,0.0144,0.028
0.842399,-0.0048,-0.0196,-0.0000,0.020
0.848643,0.0000,-0.0242,0.0142,0.028
0.852813,0.0048,-0.0051,-0.0096,0.012
0.857353,-0.0238,-0.0051,0.0142,0.028
0.862518,0.0143,-0.0097,-0.0002,0.017
0.867469,0.0094,-0.0144,0.0046,0.018
0.872522,0.0237,-0.0143,0.0140,0.031
0.877392,0.0140,-0.0191,0.0234,0.033
0.882571,-0.0145,0.0049,0.0090,0.018
0.887423,-0.0002,-0.0093,-0.0101,0.014
0.892538,0.0093,0.0049,0.0042,0.011
0.897401,0.0044,-0.0237,0.0090,0.026
0.902269,-0.0145,0.0098,-0.0054,0.018
0.908125,0.0189,-0.0141,-0.0196,0.031
0.912820,0.0141,0.0098,0.0138,0.022
0.930083,-0.0240,0.0003,-0.0005,0.024
0.930563,-0.0048,0.0193,-0.0195,0.028
0.930707,-0.0143,-0.0094,0.0044,0.018
0.932437,0.0095,0.0097,-0.0051,0.015
0.937273,0.0046,0.0002,0.0139,0.015
0.942532,-0.0050,0.0049,-0.0195,0.021
0.947840,0.0283,0.0000,-0.0145,0.032
0.952306,0.0186,0.0095,0.0046,0.021
0.957454,0.0280,0.0046,-0.0145,0.032
0.962232,-0.0197,-0.0096,-0.0428,0.048
0.967215,-0.0006,0.0047,-0.0187,0.019
0.972716,-0.0054,0.0047,0.0004,0.007
0.977138,0.0089,-0.0001,0.0052,0.010
0.982302,-0.0197,-0.0238,-0.0091,0.032
0.987319,-0.0196,0.0096,0.0052,0.022
0.992419,-0.0053,0.0143,0.0336,0.037
0.997719,-0.0006,-0.0048,0.0144,0.015
1.002527,-0.0052,0.0000,0.0047,0.007
1.007208,0.0138,0.0001,0.0095,0.017
1.012173,-0.0195,-0.0047,0.0094,0.022
1.017634,0.0043,0.0049,0.0093,0.011
1.050402,-0.0005,0.0190,0.0187,0.027
1.050867,-0.0004,-0.0001,-0.0099,0.010
1.051033,0.0233,0.0236,-0.0003,0.033
1.051185,-0.0006,-0.0050,0.0376,0.038
1.051347,-0.0006,-0.0003,-0.0102,0.010
1.051509,-0.0053,0.0093,-0.0196,0.022
1.052137,-0.0148,0.0186,0.0043,0.024
1.057085,-0.0146,-0.0241,0.0138,0.031
1.062260,-0.0098,-0.0048,-0.0101,0.015
1.067361,-0.0001,-0.0190,-0.0005,0.019
1.072274,0.0046,-0.0047,-0.0052,0.008
1.077046,-0.0001,-0.0046,0.0091,0.010
1.082072,-0.0048,0.0002,0.0042,0.006
1.086908,0.0142,0.0002,-0.0005,0.014
1.092102,0.0331,-0.0046,-0.0053,0.034
1.097848,-0.0053,-0.0044,0.0185,0.020
1.102342,-0.0242,0.0004,0.0088,0.026
1.107066,0.0188,-0.0281,0.0040,0.034
1.111863,0.0187,0.0101,-0.0008,0.021
1.117140,0.0043,0.0195,-0.0008,0.020
1.122238,0.0136,-0.0044,0.0040,0.015
1.153110,-0.0054,0.0051,0.0230,0.024
1.153612,0.0088,-0.0189,0.0275,0.035
1.153814,-0.0198,0.0003,-0.0059,0.021
1.154017,0.0184,0.0003,0.0084,0.020
1.154199,0.0136,-0.0092,-0.0202,0.026
1.154409,0.0087,0.0099,-0.0010,0.013
1.157011,-0.0008,-0.0093,-0.0058,0.011
1.162769,0.0228,0.0049,0.0275,0.036
1.167089,-0.0106,0.0191,-0.0297,0.037
1.172015,-0.0058,-0.0189,-0.0010,0.020
1.176937,0.0180,-0.0045,0.0180,0.026
1.181893,0.0084,-0.0188,0.0036,0.021
1.186724,0.0130,0.0004,-0.0106,0.017
1.191917,0.0128,-0.0044,-0.0010,0.014
1.197040,0.0127,0.0004,0.0085,0.015
1.202064,0.0079,0.0052,0.0226,0.025
1.208635,-0.0064,-0.0090,0.0129,0.017
1.212015,0.0031,0.0053,0.0271,0.028
1.246055,-0.0063,-0.0184,-0.0064,0.021
1.246648,-0.0062,-0.0041,-0.0111,0.013
1.246811,0.0129,0.0007,0.0033,0.013
1.246966,-0.0109,0.0054,0.0080,0.015
1.247120,0.0223,0.0196,0.0174,0.034
1.247272,-0.0112,0.0098,-0.0065,0.016
1.247422,0.0079,-0.0140,-0.0207,0.026
1.251788,-0.0112,-0.0140,-0.0157,0.024
1.257049,0.0223,0.0051,-0.0109,0.025
1.261727,-0.0018,0.0051,-0.0108,0.012
1.266935,-0.0112,-0.0044,-0.0059,0.013
1.271837,-0.0017,0.0003,0.0036,0.004
1.276752,0.0030,-0.0139,-0.0107,0.018
1.281688,-0.0112,-0.0137,0.0132,0.022
1.286502,0.0078,-0.0041,-0.0012,0.009
1.291802,-0.0112,0.0053,-0.0012,0.012
1.296574,0.0032,-0.0089,-0.0012,0.010
1.301567,-0.0206,-0.0184,0.0083,0.029
1.308790,-0.0015,-0.0039,-0.0202,0.021
1.312037,-0.0110,-0.0038,-0.0153,0.019
1.348484,-0.0015,0.0153,-0.0199,0.025
1.349102,-0.0062,-0.0039,0.0135,0.015
1.349318,0.0034,0.0057,0.0276,0.028
1.349499,0.0035,-0.0038,-0.0154,0.016
1.349690,0.0129,-0.0084,0.0180,0.024
1.349883,-0.0109,0.0107,-0.0201,0.025
1.350065,-0.0108,0.0250,-0.0057,0.028
1.351659,0.0083,-0.0227,0.0228,0.033
1.357010,-0.0202,0.0060,-0.0154,0.026
1.361548,-0.0011,0.0108,0.0038,0.012
1.366590,-0.0108,-0.0034,0.0132,0.017
1.371602,0.0227,0.0013,-0.0011,0.023
1.376618,-0.0012,-0.0177,-0.0011,0.018
1.382005,-0.0060,-0.0033,-0.0059,0.009
1.387357,-0.0011,0.0062,0.0037,0.007
1.391621,-0.0059,0.0109,-0.0201,0.024
1.396367,0.0084,0.0108,-0.0104,0.017
1.401806,-0.0106,-0.0225,-0.0151,0.029
1.409322,-0.0059,0.0110,-0.0055,0.014
1.412376,-0.0154,0.0108,0.0041,0.019
1.445111,0.0132,0.0202,0.0040,0.024
1.445669,-0.0059,-0.0085,-0.0150,0.018
1.445834,-0.0107,0.0153,0.0041,0.019
1.445992,0.0180,0.0104,-0.0006,0.021
1.446144,-0.0013,-0.0039,-0.0101,0.011
1.446292,-0.0012,-0.0085,-0.0148,0.017
1.446681,-0.0060,0.0010,0.0186,0.020
1.451381,-0.0201,0.0059,0.0042,0.021
1.457387,0.0275,-0.0036,0.0136,0.031
1.461292,-0.0061,-0.0035,0.0088,0.011
1.466817,-0.0156,0.0060,0.0087,0.019
1.471135,-0.0010,-0.0036,-0.0104,0.011
1.476389,0.0084,0.0154,-0.0103,0.020
1.481448,0.0036,0.0152,-0.0102,0.019
1.486575,0.0130,0.0102,-0.0101,0.019
1.491393,-0.0108,0.0100,0.0042,0.015
1.496214,0.0180,0.0004,0.0089,0.020
1.501335,0.0035,0.0146,-0.0006,0.015
1.506334,-0.0060,-0.0188,0.0136,0.024
1.511410,0.0177,0.0003,-0.0007,0.018
1.535236,-0.0156,0.0240,-0.0197,0.035
1.535686,0.0034,-0.0094,-0.0006,0.010
1.535834,-0.0061,0.0048,0.0089,0.012
1.535983,0.0176,0.0048,-0.0006,0.018
1.536112,-0.0015,0.0000,0.0231,0.023
1.541442,-0.0062,-0.0143,0.0039,0.016
1.546299,0.0032,-0.0236,0.0134,0.027
1.551216,0.0079,-0.0045,-0.0010,0.009
1.556389,-0.0016,-0.0092,-0.0200,0.022
1.561420,-0.0064,0.0004,-0.0008,0.006
1.566228,0.0031,-0.0091,-0.0055,0.011
1.570998,0.0032,0.0003,-0.0055,0.006
1.576234,0.0173,-0.0091,0.0040,0.020
1.581197,0.0267,0.0005,0.0183,0.032
1.586025,0.0216,0.0147,0.0181,0.032
1.591160,-0.0070,0.0195,-0.0153,0.026
1.596019,-0.0070,-0.0044,-0.0009,0.008
1.601624,0.0215,0.0003,-0.0199,0.029
1.606088,-0.0071,-0.0139,-0.0102,0.019
1.611514,-0.0259,-0.0138,0.0041,0.030
1.634361,-0.0021,0.0006,0.0041,0.005
1.634886,-0.0068,-0.0042,-0.0102,0.013
1.635034,-0.0069,-0.0183,-0.0149,0.025
1.635172,-0.0021,-0.0088,-0.0053,0.010
1.636100,-0.0163,0.0008,-0.0100,0.019
1.641230,0.0077,-0.0183,-0.0241,0.031
1.646043,0.0077,0.0056,0.0046,0.011
1.651282,-0.0112,0.0055,0.0093,0.016
1.656332,-0.0065,0.0054,-0.0003,0.008
1.661202,0.0126,-0.0042,0.0187,0.023
1.666104,-0.0161,-0.0137,0.0043,0.022
1.670874,-0.0160,-0.0279,-0.0005,0.032
1.676130,-0.0063,0.0151,-0.0100,0.019
1.681397,0.0032,0.0150,0.0233,0.028
1.685935,-0.0017,-0.0042,0.0042,0.006
1.691054,-0.0016,0.0101,0.0089,0.014
1.695907,-0.0064,0.0338,0.0183,0.039
1.701061,0.0127,0.0050,0.0134,0.019
1.706003,-0.0112,0.0191,-0.0105,0.024
1.712567,-0.0063,-0.0001,-0.0056,0.008
1.732476,0.0175,0.0141,-0.0056,0.023
1.732927,-0.0064,-0.0193,-0.0008,0.020
1.733081,-0.0207,-0.0144,-0.0198,0.032
1.733230,0.0031,0.0096,0.0136,0.017
1.735904,0.0030,-0.0047,0.0135,0.015
1.741355,0.0124,0.0000,-0.0056,0.014
1.747417,0.0075,0.0190,-0.0055,0.021
1.750745,-0.0068,0.0095,-0.0102,0.016
1.755753,-0.0067,0.0141,-0.0054,0.017
1.761082,0.0265,-0.0096,0.0136,0.031
1.766208,0.0167,-0.0190,0.0088,0.027
1.770738,-0.0025,0.0096,0.0039,0.011
1.775774,-0.0167,-0.0094,-0.0246,0.031
1.780946,0.0310,0.0048,0.0089,0.033
1.785659,0.0164,0.0001,0.0278,0.032
1.791264,0.0020,0.0095,0.0181,0.021
1.795814,0.0020,-0.0001,-0.0153,0.015
1.801318,0.0209,0.0143,-0.0010,0.025
1.805688,0.0160,-0.0002,-0.0057,0.017
1.811313,-0.0076,-0.0240,-0.0151,0.029
1.835788,-0.0074,-0.0095,-0.0103,0.016
1.836333,-0.0026,-0.0046,-0.0102,0.011
1.836491,-0.0169,-0.0046,0.0089,0.020
1.836650,-0.0120,-0.0048,-0.0102,0.016
1.836809,-0.0119,0.0144,0.0089,0.021
1.842290,-0.0070,-0.0095,0.0373,0.039
1.845788,0.0026,-0.0283,-0.0105,0.030
1.850635,-0.0070,0.0194,0.0039,0.021
1.855438,0.0025,0.0098,-0.0009,0.010
1.860577,0.0166,0.0144,-0.0009,0.022
1.865598,-0.0074,0.0143,-0.0009,0.016
1.871074,-0.0312,-0.0048,0.0086,0.033
1.875572,-0.0025,0.0094,0.0038,0.010
1.880524,-0.0024,0.0045,-0.0058,0.008
1.885620,-0.0119,0.0140,0.0133,0.023
1.890582,0.0119,-0.0050,-0.0058,0.014
1.895416,0.0023,-0.0145,0.0037,0.015
1.900700,-0.0024,-0.0144,-0.0011,0.015
1.905698,-0.0262,-0.0001,0.0085,0.028
1.910455,0.0119,-0.0048,-0.0059,0.014
1.915662,-0.0025,-0.0048,-0.0011,0.005
1.935458,0.0071,-0.0046,-0.0106,0.014
1.935885,-0.0073,0.0145,0.0038,0.017
1.936036,0.0166,0.0097,0.0037,0.020
1.936205,0.0070,0.0096,-0.0153,0.019
1.940609,-0.0026,-0.0144,-0.0152,0.021
1.945442,-0.0074,0.0143,-0.0008,0.016
1.950395,-0.0025,-0.0144,-0.0055,0.016
1.955649,-0.0167,-0.0285,0.0135,0.036
1.960462,0.0261,0.0003,-0.0056,0.027
1.965533,-0.0073,0.0051,-0.0578,0.058
1.970270,-0.0263,0.0002,0.0092,0.028
1.975363,0.0024,0.0097,0.0186,0.021
1.980206,0.0117,0.0143,-0.0005,0.018
1.985715,-0.0122,-0.0096,-0.0148,0.021
1.990580,-0.0168,-0.0048,-0.0242,0.030
1.995476,0.0024,0.0001,0.0188,0.019
2.000323,-0.0023,0.0096,0.0091,0.013
2.005418,-0.0023,0.0143,0.0091,0.017
2.010541,-0.0024,0.0093,-0.0148,0.018
2.015453,0.0119,0.0188,0.0091,0.024
2.032882,-0.0167,-0.0194,0.0185,0.032
2.033288,-0.0022,-0.0051,-0.0006,0.006
2.033427,-0.0070,0.0093,0.0279,0.030
2.035255,-0.0069,-0.0002,-0.0056,0.009
2.040431,0.0217,-0.0050,0.0039,0.023
2.045212,0.0167,0.0092,0.0134,0.023
2.050316,0.0117,-0.0004,0.0180,0.022
2.055171,0.0117,-0.0003,-0.0153,0.019
2.060123,-0.0121,0.0233,-0.0200,0.033
2.065280,0.0069,0.0136,0.0134,0.020
2.070029,-0.0120,-0.0007,0.0371,0.039
2.075388,-0.0071,-0.0102,-0.0155,0.020
2.080057,-0.0355,0.0136,0.0132,0.040
2.085318,0.0122,0.0039,0.0035,0.013
2.090166,-0.0021,0.0086,-0.0155,0.018
2.095145,-0.0163,-0.0057,-0.0153,0.023
2.100546,0.0028,0.0039,-0.0200,0.021
2.105151,0.0027,-0.0104,0.0039,0.011
2.110111,0.0027,0.0228,0.0087,0.025
2.115256,-0.0067,0.0131,0.0133,0.020
2.120403,-0.0066,0.0129,0.0037,0.015
2.141293,0.0172,0.0033,-0.0153,0.023
2.141748,-0.0162,-0.0063,-0.0104,0.020
2.141894,0.0171,0.0127,-0.0246,0.033
2.142028,-0.0021,0.0078,-0.0054,0.010
2.145774,0.0073,-0.0018,0.0137,0.016
2.150733,0.0168,-0.0209,-0.0007,0.027
2.155062,-0.0166,-0.0111,0.0136,0.024
2.159838,-0.0023,0.0032,0.0134,0.014
2.165280,-0.0117,-0.0301,-0.0152,0.036
2.169842,-0.0162,0.0034,-0.0198,0.026
2.175488,-0.0113,-0.0014,-0.0054,0.013
2.179953,0.0173,0.0176,-0.0196,0.032
2.184963,0.0029,0.0080,0.0043,0.010
2.189936,-0.0066,0.0032,-0.0147,0.016
2.194983,-0.0019,-0.0110,0.0139,0.018
2.200462,0.0123,-0.0062,-0.0099,0.017
2.204954,-0.0020,0.0223,0.0091,0.024
2.209874,0.0170,-0.0063,-0.0099,0.021
2.214930,0.0074,-0.0016,0.0044,0.009
2.219860,-0.0213,0.0080,0.0328,0.040
2.244966,0.0264,-0.0016,-0.0339,0.043
2.245412,-0.0024,0.0174,-0.0004,0.018
2.245573,0.0071,-0.0113,-0.0099,0.017
2.245728,0.0023,-0.0064,-0.0050,0.008
2.245868,-0.0024,0.0079,0.0092,0.012
2.249893,-0.0071,-0.0017,-0.0288,0.030
2.254751,0.0025,0.0126,0.0047,0.014
2.259795,-0.0118,-0.0207,-0.0334,0.041
2.264884,0.0122,0.0033,0.0144,0.019
2.269937,0.0026,0.0128,-0.0047,0.014
2.275067,-0.0118,0.0032,0.0001,0.012
2.279678,-0.0069,0.0032,0.0048,0.009
2.284829,0.0073,0.0032,-0.0237,0.025
2.289760,0.0025,-0.0159,0.0097,0.019
2.294744,0.0166,-0.0110,0.0096,0.022
2.299719,-0.0025,0.0033,0.0143,0.015
2.304685,-0.0074,0.0033,-0.0143,0.016
2.311151,0.0023,0.0127,-0.0189,0.023
2.315358,-0.0025,0.0126,-0.0093,0.016
2.334026,-0.0072,-0.0017,0.0050,0.009
2.334482,0.0024,0.0173,0.0050,0.018
2.334613,0.0072,0.0220,-0.0045,0.024
2.334752,0.0022,0.0074,-0.0140,0.016
2.340367,0.0165,-0.0257,0.0146,0.034
2.344906,-0.0073,0.0124,-0.0330,0.036
2.350904,0.0024,0.0124,-0.0090,0.015
2.355240,0.0072,-0.0116,0.0148,0.020
2.359385,-0.0023,0.0075,-0.0090,0.012
2.364564,0.0072,-0.0115,-0.0137,0.019
2.369687,-0.0167,-0.0019,0.0102,0.020
2.374759,0.0023,0.0219,0.0148,0.027
2.379569,0.0024,-0.0020,0.0052,0.006
2.384636,-0.0070,-0.0115,0.0147,0.020
2.389476,-0.0069,-0.0067,-0.0235,0.025
2.394513,-0.0116,0.0028,-0.0043,0.013
2.399654,0.0123,0.0029,0.0005,0.013
2.404996,-0.0115,-0.0019,-0.0042,0.012
2.411559,-0.0114,-0.0018,-0.0090,0.015
2.415007,-0.0114,0.0030,0.0244,0.027
2.433606,0.0124,0.0220,-0.0043,0.026
2.434096,-0.0065,0.0075,-0.0043,0.011
2.434235,0.0030,-0.0068,0.0005,0.007
2.434592,0.0078,-0.0018,0.0005,0.008
2.439440,0.0077,0.0077,-0.0090,0.014
2.444533,0.0029,-0.0020,0.0101,0.011
2.449483,-0.0160,-0.0067,-0.0043,0.018
2.455216,0.0221,0.0077,0.0100,0.025
2.459583,-0.0159,0.0125,-0.0091,0.022
2.464518,-0.0206,0.0076,0.0005,0.022
2.469424,-0.0203,-0.0210,-0.0043,0.029
2.474235,-0.0153,0.0031,-0.0137,0.021
2.479322,-0.0008,-0.0111,-0.0041,0.012
2.484475,0.0323,-0.0017,0.0007,0.032
2.489270,-0.0106,0.0079,0.0102,0.017
2.494411,-0.0201,-0.0064,-0.0137,0.025
2.499434,-0.0058,0.0080,0.0007,0.010
2.504319,-0.0106,0.0079,0.0007,0.013
2.511751,-0.0154,-0.0252,-0.0088,0.031
2.514797,0.0038,-0.0061,-0.0182,0.020
2.536888,0.0229,0.0082,0.0104,0.026
2.537329,-0.0058,0.0176,0.0008,0.019
2.537473,0.0131,-0.0014,0.0056,0.014
2.537602,-0.0013,0.0080,-0.0087,0.012
2.539617,0.0034,0.0032,0.0198,0.020
2.544362,-0.0013,0.0032,-0.0088,0.009
2.549328,0.0272,0.0127,0.0102,0.032
2.554275,0.0032,0.0031,0.0054,0.007
2.559963,-0.0064,0.0032,0.0054,0.009
2.564141,-0.0016,-0.0300,-0.0042,0.030
2.569201,-0.0158,0.0081,-0.0089,0.020
2.574347,-0.0250,-0.0109,0.0054,0.028
2.579102,-0.0201,-0.0203,0.0006,0.029
2.584932,0.0086,-0.0154,0.0149,0.023
2.589276,0.0087,-0.0010,-0.0042,0.010
2.594133,0.0085,0.0227,0.0005,0.024
2.599123,0.0131,0.0130,0.0005,0.018
2.604319,-0.0203,-0.0203,0.0005,0.029
2.611869,-0.0011,-0.0106,-0.0042,0.011
2.614131,-0.0060,-0.0105,-0.0137,0.018
2.634213,0.0131,0.0038,0.0149,0.020
2.634645,0.0083,-0.0152,-0.0089,0.019
2.634776,-0.0059,-0.0055,-0.0136,0.016
2.634897,-0.0107,0.0088,0.0245,0.028
2.639003,0.0084,0.0183,0.0100,0.023
2.644054,-0.0202,0.0039,0.0052,0.021
2.649010,0.0133,0.0324,-0.0091,0.036
2.654138,-0.0200,-0.0012,-0.0043,0.021
2.659863,-0.0057,0.0084,0.0100,0.014
2.664349,0.0038,-0.0296,-0.0091,0.031
2.669972,0.0133,0.0038,-0.0090,0.017
2.674771,0.0037,0.0038,-0.0089,0.010
2.679049,0.0180,0.0180,0.0197,0.032
2.684241,0.0133,-0.0106,-0.0043,0.018
2.689013,0.0035,-0.0105,-0.0042,0.012
2.694014,0.0224,-0.0342,0.0006,0.041
2.698910,-0.0015,0.0278,0.0053,0.028
2.703944,-0.0111,-0.0056,0.0148,0.019
