time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.245042,0.0293,0.0080,0.0140,0.033
0.250182,0.0244,-0.0063,0.0091,0.027
0.255310,0.0005,0.0079,0.0090,0.012
0.263376,0.0194,-0.0063,-0.0100,0.023
0.265305,0.0049,0.0079,-0.0099,0.014
0.270788,-0.0189,0.0174,0.0186,0.032
0.295860,-0.0044,-0.0018,-0.0148,0.016
0.296282,0.0003,-0.0209,-0.0004,0.021
0.296423,-0.0092,-0.0017,-0.0004,0.009
0.296548,-0.0186,0.0079,-0.0051,0.021
0.296677,0.0100,-0.0206,-0.0146,0.027
0.300264,-0.0233,0.0033,0.0140,0.027
0.304795,0.0006,0.0128,-0.0051,0.014
0.310131,0.0100,-0.0063,-0.0003,0.012
0.315459,0.0100,0.0127,-0.0098,0.019
0.319951,0.0005,0.0078,-0.0097,0.012
0.325208,-0.0089,0.0126,-0.0049,0.016
0.329989,0.0102,-0.0064,0.0189,0.022
0.335042,0.0005,0.0032,0.0187,0.019
0.340295,-0.0089,-0.0158,0.0043,0.019
0.345109,0.0055,0.0033,0.0138,0.015
0.355255,-0.0040,-0.0014,0.0137,0.014
0.355825,-0.0039,0.0033,0.0088,0.010
0.360369,0.0056,-0.0015,-0.0055,0.008
0.365277,0.0103,0.0175,-0.0007,0.020
0.390287,0.0150,-0.0112,-0.0007,0.019
0.391820,-0.0182,-0.0063,-0.0197,0.028
0.392424,0.0056,-0.0015,-0.0005,0.006
0.393026,0.0007,-0.0015,0.0137,0.014
0.393819,-0.0040,-0.0110,-0.0196,0.023
0.394875,-0.0040,0.0081,-0.0052,0.010
0.399794,0.0199,0.0128,0.0043,0.024
0.404695,-0.0089,-0.0111,0.0138,0.020
0.410044,0.0244,0.0033,0.0184,0.031
0.414965,-0.0091,0.0080,-0.0197,0.023
0.419845,-0.0185,0.0079,0.0089,0.022
0.425087,0.0006,-0.0065,-0.0196,0.021
0.429919,-0.0041,-0.0206,0.0090,0.023
0.434765,0.0244,0.0081,0.0089,0.027
0.440924,0.0005,-0.0015,0.0041,0.004
0.444780,0.0052,-0.0158,-0.0054,0.018
0.455714,0.0003,0.0033,-0.0196,0.020
0.456298,0.0098,-0.0062,-0.0195,0.023
0.459941,0.0098,0.0128,0.0139,0.021
0.464905,0.0096,-0.0111,0.0091,0.017
0.486391,-0.0095,-0.0157,-0.0052,0.019
0.486879,0.0048,0.0177,0.0233,0.030
0.487028,-0.0000,-0.0014,0.0041,0.004
0.487203,0.0096,0.0081,-0.0007,0.013
0.489862,0.0143,0.0223,-0.0149,0.030
0.494934,-0.0144,0.0125,-0.0100,0.022
0.500323,-0.0142,-0.0066,0.0280,0.032
0.504499,-0.0188,0.0028,0.0183,0.026
0.509901,0.0003,-0.0019,-0.0151,0.015
0.514598,0.0051,-0.0066,-0.0197,0.021
0.519839,-0.0091,-0.0209,0.0042,0.023
0.525611,0.0148,-0.0159,-0.0243,0.033
0.529872,-0.0139,-0.0156,-0.0051,0.021
0.534620,-0.0090,-0.0012,0.0091,0.013
0.539639,-0.0090,-0.0012,-0.0052,0.010
0.544540,0.0052,-0.0058,0.0139,0.016
0.555629,0.0004,-0.0011,0.0042,0.004
0.556118,-0.0043,0.0179,-0.0005,0.018
0.560192,0.0050,0.0129,-0.0243,0.028
0.564545,-0.0045,0.0176,-0.0098,0.021
0.590471,0.0004,-0.0158,-0.0287,0.033
0.592318,-0.0042,0.0176,0.0237,0.030
0.592648,0.0006,-0.0110,-0.0050,0.012
0.592811,-0.0090,-0.0110,-0.0334,0.036
0.592982,0.0052,-0.0298,0.0096,0.032
0.595285,0.0003,0.0083,-0.0332,0.034
0.601241,0.0050,0.0035,0.0146,0.016
0.604518,0.0002,0.0035,0.0002,0.004
0.609513,0.0097,0.0035,0.0097,0.014
0.614436,0.0097,-0.0061,-0.0094,0.015
0.619452,-0.0189,0.0034,-0.0093,0.021
0.624494,0.0052,0.0034,-0.0140,0.015
0.629580,0.0099,0.0033,-0.0091,0.014
0.634377,-0.0092,-0.0156,0.0005,0.018
0.640022,0.0004,-0.0012,0.0099,0.010
0.644465,0.0146,-0.0155,-0.0044,0.022
0.649444,-0.0093,-0.0059,0.0099,0.015
0.656152,-0.0091,0.0178,0.0051,0.021
0.659688,-0.0043,-0.0109,0.0240,0.027
0.664379,0.0098,-0.0060,-0.0189,0.022
0.686180,0.0145,0.0129,0.0097,0.022
0.686597,0.0002,-0.0299,0.0002,0.030
0.686739,0.0144,0.0132,0.0002,0.020
0.686853,0.0049,-0.0060,-0.0188,0.020
0.689716,-0.0095,-0.0060,-0.0139,0.018
0.694590,-0.0237,0.0084,0.0099,0.027
0.699961,-0.0092,0.0131,0.0098,0.019
0.704811,0.0146,-0.0108,0.0098,0.021
0.709679,-0.0093,0.0225,0.0144,0.028
0.714366,0.0290,0.0130,0.0143,0.035
0.719475,-0.0187,-0.0108,-0.0001,0.022
0.724434,0.0051,0.0035,-0.0143,0.016
0.729175,-0.0093,0.0082,0.0001,0.012
0.734319,0.0097,0.0082,0.0143,0.019
0.739247,0.0049,0.0318,0.0047,0.033
0.744360,-0.0094,0.0315,0.0046,0.033
0.749637,-0.0045,0.0171,-0.0049,0.018
0.756138,-0.0045,-0.0068,-0.0286,0.030
0.759300,-0.0141,-0.0115,0.0049,0.019
0.764507,0.0050,0.0077,0.0001,0.009
0.790298,0.0098,-0.0114,0.0048,0.016
0.790915,0.0144,0.0029,-0.0047,0.015
0.791181,0.0048,0.0123,0.0333,0.036
0.791412,0.0380,0.0074,-0.0239,0.045
0.791573,0.0044,-0.0116,-0.0047,0.013
0.794616,0.0043,-0.0069,-0.0047,0.009
0.801026,0.0090,0.0075,0.0238,0.027
0.804286,-0.0197,0.0026,-0.0238,0.031
0.809187,0.0137,0.0074,0.0143,0.021
0.814856,-0.0101,0.0121,-0.0095,0.018
0.819014,-0.0053,0.0072,-0.0189,0.021
0.824183,-0.0053,0.0024,0.0002,0.006
0.829075,-0.0005,-0.0215,-0.0140,0.026
0.834087,-0.0053,0.0167,0.0051,0.018
0.839259,0.0185,0.0356,-0.0187,0.044
0.844077,-0.0007,0.0068,0.0052,0.009
0.849072,-0.0054,0.0161,-0.0091,0.019
0.855296,-0.0148,-0.0078,-0.0043,0.017
0.891507,-0.0147,0.0208,0.0005,0.025
0.892082,0.0044,0.0206,0.0005,0.021
0.892693,-0.0051,-0.0033,0.0242,0.025
0.892888,-0.0193,-0.0223,-0.0234,0.038
0.893102,-0.0001,-0.0128,-0.0042,0.013
0.893340,-0.0096,0.0206,-0.0090,0.024
0.893500,0.0095,-0.0033,-0.0136,0.017
0.894127,0.0140,-0.0175,-0.0088,0.024
0.899248,0.0044,-0.0173,-0.0040,0.018
0.903943,-0.0052,0.0018,0.0103,0.012
0.909427,-0.0052,0.0066,0.0102,0.013
0.914279,0.0043,0.0066,-0.0088,0.012
0.918907,-0.0147,0.0113,0.0055,0.019
0.923677,0.0043,-0.0031,0.0102,0.011
0.928725,0.0136,0.0158,-0.0041,0.021
0.934331,0.0039,-0.0174,-0.0184,0.026
0.938875,0.0038,-0.0031,-0.0135,0.014
0.943962,-0.0057,-0.0126,0.0294,0.032
0.948719,-0.0009,-0.0029,-0.0136,0.014
0.953755,0.0180,-0.0076,0.0008,0.020
0.992242,-0.0297,0.0067,0.0150,0.034
0.992809,0.0039,0.0019,-0.0136,0.014
0.992978,0.0087,-0.0123,0.0007,0.015
0.993131,-0.0389,-0.0169,0.0055,0.043
0.993288,-0.0148,0.0070,0.0102,0.019
0.993439,-0.0051,-0.0072,0.0054,0.010
0.993582,-0.0193,-0.0213,-0.0042,0.029
0.993858,0.0141,-0.0021,0.0006,0.014
0.998676,-0.0286,0.0075,-0.0089,0.031
1.003912,-0.0046,0.0074,0.0054,0.010
1.009538,0.0097,-0.0022,0.0101,0.014
1.013706,0.0049,0.0122,0.0005,0.013
1.018611,-0.0046,-0.0115,-0.0090,0.015
1.023698,0.0003,-0.0161,-0.0042,0.017
1.028679,0.0048,0.0125,-0.0136,0.019
1.033600,0.0049,-0.0255,0.0292,0.039
1.039262,0.0049,-0.0158,0.0147,0.022
1.043661,-0.0093,-0.0109,-0.0091,0.017
1.048417,-0.0092,-0.0061,0.0147,0.018
1.053840,-0.0043,0.0130,0.0098,0.017
1.058942,-0.0090,-0.0061,-0.0045,0.012
1.097814,0.0053,0.0130,-0.0045,0.015
1.098337,-0.0041,0.0081,0.0098,0.013
1.098529,-0.0231,-0.0014,-0.0093,0.025
1.098717,-0.0134,0.0034,0.0003,0.014
1.098916,-0.0038,0.0034,0.0098,0.011
1.099099,-0.0038,0.0034,-0.0093,0.011
1.099333,-0.0084,0.0177,-0.0139,0.024
1.099543,-0.0083,0.0176,-0.0043,0.020
1.103517,0.0250,-0.0159,-0.0090,0.031
1.108685,0.0200,0.0080,-0.0042,0.022
1.113424,-0.0230,0.0079,-0.0089,0.026
1.118653,0.0009,0.0078,0.0196,0.021
1.123386,-0.0038,-0.0112,0.0290,0.031
1.128456,0.0151,0.0268,-0.0378,0.049
1.133787,-0.0136,0.0029,0.0053,0.015
1.138475,0.0198,0.0171,0.0100,0.028
1.143450,0.0149,0.0123,-0.0138,0.024
1.148599,-0.0327,0.0076,0.0053,0.034
1.153971,-0.0086,-0.0115,-0.0138,0.020
1.158861,0.0010,-0.0114,0.0006,0.011
1.195198,0.0058,0.0030,0.0053,0.008
1.195739,0.0154,-0.0208,0.0006,0.026
1.195943,0.0152,0.0031,0.0005,0.016
1.196148,-0.0039,0.0079,-0.0042,0.010
1.196339,-0.0134,0.0125,0.0101,0.021
1.196527,0.0151,-0.0113,-0.0043,0.019
1.196704,0.0055,-0.0112,-0.0042,0.013
1.198481,0.0198,-0.0065,-0.0184,0.028
1.203444,-0.0137,0.0031,0.0197,0.024
1.208514,0.0005,-0.0112,-0.0042,0.012
1.213312,0.0053,0.0080,0.0148,0.018
1.218240,0.0101,0.0079,0.0005,0.013
1.223675,0.0101,-0.0065,0.0100,0.016
1.228277,-0.0138,0.0267,-0.0186,0.035
1.233189,-0.0137,-0.0068,-0.0042,0.016
1.238255,-0.0229,-0.0162,-0.0232,0.036
1.243368,0.0152,-0.0113,-0.0182,0.026
1.248248,0.0008,0.0077,-0.0038,0.009
1.253292,-0.0230,0.0124,0.0057,0.027
1.258139,0.0104,-0.0114,0.0246,0.029
1.263455,-0.0039,0.0314,0.0197,0.037
1.300888,0.0008,-0.0211,-0.0090,0.023
1.301391,-0.0135,-0.0067,0.0054,0.016
1.301564,-0.0039,0.0029,0.0053,0.007
1.301720,0.0104,-0.0018,0.0005,0.011
1.301870,-0.0230,0.0221,0.0053,0.032
1.302023,-0.0037,0.0077,0.0100,0.013
1.302170,0.0153,-0.0114,-0.0044,0.020
1.303160,0.0199,-0.0067,-0.0043,0.021
1.308253,0.0007,0.0077,-0.0138,0.016
1.313246,-0.0088,0.0030,0.0006,0.009
1.318602,0.0007,0.0174,0.0006,0.017
1.322990,-0.0231,-0.0111,0.0148,0.030
1.328077,0.0151,0.0032,-0.0138,0.021
1.333008,0.0054,-0.0017,-0.0090,0.011
1.338084,0.0005,0.0078,-0.0041,0.009
1.343517,-0.0041,-0.0018,0.0149,0.016
1.347980,0.0006,0.0220,0.0100,0.024
1.352966,0.0195,0.0171,0.0099,0.028
1.357983,0.0051,0.0025,0.0099,0.011
1.363014,0.0145,0.0215,-0.0045,0.026
1.397962,0.0049,0.0308,0.0193,0.037
1.398385,0.0145,0.0164,-0.0046,0.022
1.398546,0.0050,0.0115,0.0002,0.013
1.398667,0.0049,0.0113,0.0049,0.013
1.398793,-0.0094,-0.0172,0.0001,0.020
1.398912,-0.0142,0.0019,0.0096,0.017
1.399041,0.0193,0.0066,-0.0332,0.039
1.402700,0.0096,-0.0076,0.0146,0.019
1.408429,-0.0189,0.0257,-0.0045,0.032
1.412899,0.0002,0.0111,-0.0140,0.018
1.418068,0.0144,-0.0128,-0.0091,0.021
1.422745,0.0001,-0.0031,0.0005,0.003
1.427903,0.0145,-0.0029,-0.0091,0.017
1.432748,0.0191,0.0113,0.0053,0.023
1.438114,0.0284,0.0065,-0.0043,0.029
1.442826,0.0140,-0.0030,0.0195,0.024
1.447744,-0.0193,-0.0173,-0.0091,0.028
1.454617,-0.0238,0.0067,0.0052,0.025
1.458013,0.0002,-0.0076,-0.0044,0.009
1.497978,-0.0140,-0.0076,-0.0091,0.018
1.498518,-0.0091,-0.0028,0.0052,0.011
1.498720,0.0100,-0.0076,0.0052,0.014
1.498908,-0.0043,-0.0170,0.0099,0.020
1.499090,-0.0185,-0.0074,-0.0092,0.022
1.499347,0.0100,-0.0215,0.0146,0.028
1.499768,-0.0091,0.0025,-0.0045,0.010
1.499949,0.0148,-0.0070,-0.0092,0.019
1.502682,0.0004,0.0025,-0.0044,0.005
1.508071,0.0336,-0.0022,-0.0091,0.035
1.512729,0.0095,0.0026,0.0052,0.011
1.517991,-0.0002,0.0074,0.0005,0.007
1.522641,0.0045,-0.0069,0.0004,0.008
1.527725,0.0140,0.0216,0.0194,0.032
1.532432,0.0044,-0.0166,0.0003,0.017
1.537681,0.0044,0.0263,-0.0045,0.027
1.542686,0.0044,0.0120,0.0051,0.014
1.547740,-0.0052,0.0118,0.0193,0.023
1.554992,0.0187,-0.0120,0.0001,0.022
1.557997,0.0137,-0.0073,0.0239,0.028
1.593905,-0.0102,-0.0072,-0.0191,0.023
1.594608,-0.0149,-0.0025,-0.0047,0.016
1.594784,0.0137,-0.0025,0.0286,0.032
1.594949,0.0041,0.0070,-0.0191,0.021
1.595093,-0.0007,0.0022,0.0095,0.010
1.595298,0.0041,-0.0026,0.0142,0.015
1.595445,-0.0149,0.0164,0.0188,0.029
1.598528,0.0138,-0.0027,-0.0098,0.017
1.602583,-0.0149,-0.0028,-0.0002,0.015
1.607594,-0.0147,0.0068,0.0093,0.019
1.612384,-0.0004,-0.0028,-0.0098,0.010
1.617434,-0.0003,0.0162,-0.0287,0.033
1.622341,-0.0194,-0.0030,-0.0047,0.020
1.627531,0.0046,-0.0028,0.0238,0.024
1.632406,0.0045,0.0067,0.0046,0.009
1.637976,0.0186,0.0162,-0.0239,0.034
1.642360,-0.0005,0.0019,-0.0047,0.005
1.647306,-0.0290,-0.0028,0.0190,0.035
1.655252,-0.0051,-0.0075,-0.0286,0.030
1.658179,0.0092,-0.0027,0.0286,0.030
1.697463,0.0091,-0.0169,0.0046,0.020
1.698050,-0.0005,0.0022,0.0141,0.014
1.698242,-0.0004,0.0022,0.0187,0.019
1.698435,0.0044,-0.0217,-0.0194,0.029
1.698632,-0.0050,-0.0072,-0.0003,0.009
1.698821,-0.0193,-0.0072,-0.0288,0.035
1.699019,-0.0191,-0.0072,-0.0000,0.020
1.699273,0.0047,-0.0023,-0.0285,0.029
1.703020,-0.0191,-0.0118,0.0050,0.023
1.707490,-0.0093,0.0073,-0.0093,0.015
1.712402,0.0050,-0.0023,0.0097,0.011
1.717309,0.0145,0.0073,0.0192,0.025
1.722335,-0.0047,-0.0212,-0.0237,0.032
1.727793,0.0097,-0.0259,0.0145,0.031
1.732373,-0.0094,-0.0066,-0.0189,0.022
1.737303,0.0190,0.0077,0.0097,0.023
1.742136,0.0092,0.0029,0.0049,0.011
1.747283,0.0092,0.0172,-0.0094,0.022
1.755588,0.0281,0.0028,-0.0046,0.029
1.757773,-0.0149,0.0219,0.0050,0.027
1.788003,0.0138,-0.0115,-0.0093,0.020
1.788435,0.0088,-0.0020,-0.0092,0.013
1.788575,0.0087,-0.0067,-0.0092,0.014
1.788713,-0.0150,0.0218,-0.0138,0.030
1.788848,0.0136,-0.0068,0.0100,0.018
1.788976,0.0135,0.0074,0.0099,0.018
1.792183,-0.0152,0.0215,-0.0091,0.028
1.797034,0.0039,0.0071,-0.0043,0.009
1.802246,0.0040,-0.0073,-0.0090,0.012
1.807730,-0.0007,0.0212,0.0006,0.021
1.812295,-0.0054,-0.0169,0.0338,0.038
1.816872,0.0136,0.0119,0.0098,0.021
1.822120,0.0230,0.0070,-0.0331,0.041
1.827214,0.0181,-0.0122,-0.0138,0.026
1.831965,0.0085,-0.0026,0.0196,0.021
1.837223,-0.0059,-0.0216,0.0052,0.023
1.841882,-0.0059,0.0167,0.0194,0.026
1.847106,0.0273,-0.0073,0.0097,0.030
1.852162,-0.0062,0.0117,0.0144,0.020
1.857399,-0.0108,0.0068,-0.0142,0.019
1.885063,-0.0153,0.0162,0.0144,0.027
1.885670,0.0037,0.0161,-0.0095,0.019
1.885868,-0.0011,-0.0030,0.0048,0.006
1.886019,-0.0011,-0.0316,0.0190,0.037
1.886165,-0.0058,-0.0122,-0.0049,0.014
1.887033,0.0037,0.0022,-0.0238,0.024
1.891838,0.0083,0.0164,-0.0236,0.030
1.896953,0.0082,-0.0217,0.0098,0.025
1.902203,-0.0204,-0.0027,0.0287,0.035
1.907114,-0.0013,-0.0027,0.0095,0.010
1.912261,0.0177,-0.0027,-0.0096,0.020
1.916876,0.0033,0.0163,-0.0095,0.019
1.921942,0.0033,0.0068,-0.0189,0.020
1.926861,0.0033,0.0019,0.0050,0.006
1.931888,0.0080,0.0067,0.0192,0.022
1.936878,-0.0111,-0.0076,0.0095,0.017
1.941868,0.0080,0.0161,-0.0238,0.030
1.946961,0.0173,0.0064,-0.0188,0.026
1.951872,0.0171,-0.0125,0.0003,0.021
1.957487,-0.0067,0.0066,-0.0092,0.013
1.988667,0.0027,-0.0078,-0.0329,0.034
1.989287,0.0170,0.0019,0.0339,0.038
1.989455,0.0026,0.0066,-0.0376,0.038
1.989618,-0.0021,0.0018,0.0054,0.006
1.989772,0.0074,-0.0029,-0.0326,0.034
1.989930,-0.0022,0.0067,0.0009,0.007
1.992436,-0.0021,-0.0217,0.0151,0.027
1.997249,-0.0021,-0.0072,-0.0135,0.015
2.002223,0.0074,0.0071,-0.0134,0.017
2.006724,-0.0164,0.0118,-0.0132,0.024
2.011967,0.0028,0.0164,0.0201,0.026
2.016525,-0.0020,0.0068,-0.0418,0.042
2.021797,0.0121,-0.0171,0.0250,0.033
2.026681,-0.0022,0.0021,0.0343,0.034
2.031618,-0.0070,0.0021,-0.0135,0.015
2.036853,-0.0068,-0.0027,-0.0228,0.024
2.041617,-0.0019,0.0021,-0.0416,0.042
2.046632,0.0076,0.0068,0.0632,0.064
2.051455,-0.0068,0.0162,-0.0323,0.037
2.056544,-0.0115,0.0065,0.0154,0.020
2.086388,0.0030,-0.0077,-0.0607,0.061
2.086840,-0.0018,-0.0029,0.0206,0.021
2.086997,-0.0064,0.0065,-0.0223,0.024
2.087182,-0.0159,-0.0173,0.0063,0.024
2.087381,-0.0014,-0.0029,0.0015,0.004
2.087519,-0.0062,-0.0027,-0.0080,0.010
2.091832,0.0082,0.0115,-0.0174,0.022
2.096942,0.0034,-0.0171,0.0112,0.021
2.101641,0.0177,-0.0169,0.0016,0.025
2.106448,-0.0157,-0.0167,-0.0174,0.029
2.112312,-0.0013,-0.0118,0.0492,0.051
2.116595,-0.0109,-0.0022,-0.0081,0.014
2.121314,-0.0060,0.0026,-0.0081,0.010
2.126384,0.0036,0.0073,-0.0033,0.009
2.131407,-0.0202,0.0073,-0.0032,0.022
2.137013,0.0133,-0.0069,0.0253,0.029
2.141952,0.0085,0.0026,0.0203,0.022
2.146611,-0.0059,-0.0069,0.0059,0.011
2.151577,-0.0202,-0.0116,-0.0321,0.040
2.156445,0.0084,0.0074,-0.0081,0.014
2.183880,-0.0058,0.0120,-0.0223,0.026
2.184312,-0.0104,0.0119,0.0349,0.038
2.184454,0.0088,-0.0120,-0.0129,0.020
2.184585,0.0086,-0.0262,-0.0223,0.035
2.184708,-0.0058,0.0024,-0.0221,0.023
2.186427,-0.0057,-0.0213,0.0351,0.041
2.193312,0.0135,0.0216,-0.0222,0.034
2.196186,0.0040,0.0215,0.0160,0.027
2.201055,-0.0199,0.0167,-0.0079,0.027
2.206520,-0.0007,-0.0120,-0.0031,0.012
2.211426,0.0087,0.0119,-0.0268,0.031
2.216169,-0.0055,-0.0025,0.0066,0.009
2.221184,-0.0056,-0.0073,-0.0172,0.019
2.226190,-0.0056,0.0117,0.0162,0.021
2.231317,0.0136,0.0021,-0.0029,0.014
2.237312,-0.0198,0.0210,0.0019,0.029
2.241254,0.0326,0.0018,0.0019,0.033
2.246249,0.0228,-0.0030,0.0208,0.031
2.251196,0.0083,0.0019,-0.0126,0.015
2.256705,0.0035,-0.0029,0.0303,0.031
2.261349,-0.0012,0.0211,-0.0792,0.082
2.285672,-0.0201,0.0305,0.0117,0.038
2.286108,-0.0200,0.0017,-0.0074,0.021
2.286244,0.0087,-0.0172,0.0021,0.019
2.286382,-0.0104,-0.0029,0.0211,0.024
2.286503,-0.0197,0.0208,-0.0218,0.036
2.291729,-0.0148,0.0160,0.0021,0.022
2.296338,-0.0006,-0.0079,-0.0359,0.037
2.301317,0.0042,0.0112,0.0167,0.020
2.306157,-0.0100,0.0111,0.0260,0.030
2.311219,0.0092,-0.0080,-0.0359,0.038
2.316067,0.0092,-0.0175,0.0308,0.037
2.320973,0.0185,-0.0126,0.0163,0.028
2.326584,-0.0195,0.0017,-0.0075,0.021
2.331158,0.0186,-0.0030,-0.0312,0.036
2.335984,0.0089,-0.0315,0.0355,0.048
2.341390,0.0088,-0.0170,-0.0075,0.021
2.346079,-0.0102,-0.0026,0.0210,0.024
2.351044,-0.0053,-0.0026,0.0161,0.017
2.356874,-0.0148,0.0069,-0.0268,0.031
2.361574,0.0186,-0.0311,0.0115,0.038
2.383422,0.0042,-0.0166,0.0019,0.017
2.383895,-0.0196,-0.0165,-0.0029,0.026
2.384025,0.0185,-0.0164,0.0304,0.039
2.384150,-0.0387,-0.0068,0.0111,0.041
2.386107,-0.0099,-0.0115,0.0063,0.016
2.390903,0.0092,0.0029,0.0110,0.015
2.396861,0.0138,-0.0209,0.0014,0.025
2.400816,0.0185,-0.0017,-0.0081,0.020
2.406019,0.0137,0.0078,0.0252,0.030
2.410718,0.0041,-0.0161,-0.0273,0.032
2.415926,-0.0150,0.0173,0.0205,0.031
2.421041,0.0087,0.0077,-0.0225,0.025
2.425753,0.0134,-0.0208,0.0205,0.032
2.430945,-0.0152,-0.0064,0.0298,0.034
2.436424,-0.0103,-0.0015,0.0011,0.010
2.440865,0.0088,-0.0015,0.0343,0.035
2.446099,0.0041,-0.0062,0.0008,0.007
2.450801,-0.0055,0.0176,-0.0135,0.023
2.455840,0.0136,-0.0062,0.0009,0.015
2.460796,0.0278,0.0033,-0.0086,0.029
2.465760,0.0133,0.0034,0.0057,0.015
2.493692,0.0132,0.0082,0.0009,0.016
2.494109,0.0036,-0.0157,0.0009,0.016
2.494240,-0.0154,0.0176,-0.0324,0.040
2.494369,0.0085,-0.0157,0.0106,0.021
2.494731,-0.0010,0.0129,0.0200,0.024
2.497751,0.0037,-0.0015,0.0151,0.016
2.500849,0.0132,0.0270,0.0102,0.032
2.506263,0.0036,-0.0112,-0.0278,0.030
2.510596,0.0273,-0.0016,-0.0181,0.033
2.515753,0.0081,-0.0063,-0.0132,0.017
2.521191,0.0128,0.0080,0.0201,0.025
2.525558,0.0174,0.0127,-0.0038,0.022
2.530666,0.0031,0.0032,0.0105,0.011
2.535789,0.0079,-0.0016,0.0104,0.013
2.540647,0.0079,-0.0110,0.0151,0.020
2.546362,0.0174,0.0032,-0.0183,0.025
2.550642,0.0079,0.0078,-0.0039,0.012
2.555707,-0.0159,-0.0065,0.0199,0.026
2.560588,0.0126,-0.0111,0.0102,0.020
2.565858,-0.0160,-0.0111,-0.0041,0.020
2.570854,0.0173,0.0128,-0.0088,0.023
2.600568,-0.0160,0.0174,-0.0087,0.025
2.600998,-0.0159,0.0078,0.0151,0.023
2.601142,-0.0063,-0.0160,-0.0040,0.018
2.601275,0.0271,-0.0016,0.0102,0.029
2.601411,-0.0112,-0.0111,0.0054,0.017
2.601543,-0.0016,-0.0063,0.0054,0.008
2.605602,0.0174,0.0129,0.0101,0.024
2.610468,-0.0113,0.0032,0.0100,0.015
2.615577,-0.0018,0.0080,-0.0091,0.012
2.620626,-0.0066,0.0078,-0.0233,0.025
2.625647,-0.0017,0.0077,0.0054,0.010
2.630499,0.0031,-0.0019,-0.0089,0.010
2.635650,0.0222,0.0077,-0.0278,0.036
2.640679,0.0078,-0.0160,0.0057,0.019
2.645751,0.0030,-0.0016,0.0151,0.015
2.650441,-0.0018,0.0033,-0.0135,0.014
2.657499,-0.0209,0.0032,0.0199,0.029
2.660686,-0.0161,-0.0110,-0.0041,0.020
2.697542,-0.0160,0.0033,0.0055,0.017
2.697986,-0.0016,-0.0062,-0.0231,0.024
2.698155,0.0173,0.0318,0.0056,0.037
2.698297,0.0171,-0.0112,0.0008,0.021
2.698490,-0.0021,0.0032,-0.0134,0.014
2.698651,0.0122,0.0032,0.0199,0.024
2.698794,-0.0164,-0.0160,0.0008,0.023
2.700415,0.0027,0.0221,-0.0467,0.052
2.705354,0.0218,-0.0066,-0.0178,0.029
2.710328,-0.0114,-0.0159,0.0345,0.040
2.715300,0.0124,-0.0015,-0.0227,0.026
2.720352,0.0027,-0.0015,-0.0036,0.005
