time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.321539,0.0082,0.0002,-0.0071,0.011
0.323243,-0.0060,-0.0093,0.0119,0.016
0.328323,-0.0155,-0.0092,0.0213,0.028
0.333466,0.0036,-0.0091,0.0022,0.010
0.338430,-0.0012,0.0052,-0.0026,0.006
0.343231,-0.0059,-0.0043,-0.0216,0.023
0.348459,-0.0011,-0.0042,0.0071,0.008
0.353394,0.0226,-0.0089,0.0023,0.024
0.358723,-0.0156,0.0103,0.0023,0.019
0.363454,0.0273,0.0055,-0.0025,0.028
0.368538,0.0033,0.0007,0.0070,0.008
0.374156,0.0127,-0.0041,-0.0500,0.052
0.378408,0.0125,0.0053,-0.0211,0.025
0.384682,-0.0112,-0.0042,-0.0019,0.012
0.388411,0.0079,-0.0089,-0.0494,0.051
0.393520,-0.0111,-0.0041,0.0222,0.025
0.398538,-0.0014,0.0007,-0.0064,0.007
0.403145,0.0128,0.0102,-0.0206,0.026
0.416235,0.0127,0.0006,-0.0015,0.013
0.416897,0.0079,-0.0089,-0.0110,0.016
0.418126,0.0219,0.0055,-0.0204,0.030
0.422977,0.0217,0.0055,0.0083,0.024
0.429309,0.0216,0.0198,0.0035,0.030
0.437605,0.0025,-0.0184,-0.0108,0.022
0.438152,-0.0165,0.0103,-0.0012,0.019
0.443540,-0.0021,0.0054,0.0035,0.007
0.448280,-0.0162,0.0102,0.0178,0.026
0.453605,0.0030,0.0102,-0.0061,0.012
0.459030,-0.0017,0.0005,0.0224,0.022
0.463535,0.0032,0.0100,-0.0015,0.011
0.468690,-0.0111,0.0004,0.0080,0.014
0.473587,-0.0158,-0.0139,-0.0111,0.024
0.478115,0.0128,0.0052,0.0033,0.014
0.483934,-0.0159,0.0147,-0.0063,0.023
0.488565,-0.0015,-0.0140,-0.0204,0.025
0.493914,-0.0015,-0.0187,-0.0155,0.024
0.498847,0.0080,-0.0044,-0.0011,0.009
0.503051,0.0127,0.0099,0.0131,0.021
0.512405,-0.0016,-0.0328,-0.0060,0.033
0.513760,0.0031,-0.0087,0.0130,0.016
0.522856,0.0078,0.0009,-0.0108,0.013
0.523457,-0.0017,0.0056,0.0035,0.007
0.528624,0.0124,0.0150,-0.0250,0.032
0.534640,-0.0018,-0.0137,0.0085,0.016
0.537919,-0.0018,-0.0040,-0.0059,0.007
0.542887,0.0078,0.0104,-0.0106,0.017
0.547806,-0.0113,-0.0182,0.0180,0.028
0.552988,0.0173,0.0009,-0.0059,0.018
0.557874,-0.0018,-0.0180,-0.0153,0.024
0.562959,0.0029,-0.0132,-0.0247,0.028
0.568181,0.0076,0.0059,0.0040,0.010
0.572810,-0.0210,-0.0084,0.0087,0.024
0.577771,0.0124,0.0059,-0.0008,0.014
0.582861,-0.0161,-0.0131,-0.0246,0.032
0.588106,-0.0065,0.0012,-0.0054,0.008
0.593048,-0.0064,0.0011,0.0042,0.008
0.597719,-0.0014,-0.0083,0.0326,0.034
0.602663,-0.0014,0.0155,0.0086,0.018
0.616404,-0.0014,-0.0083,-0.0105,0.013
0.617117,-0.0156,-0.0224,0.0134,0.030
0.617867,0.0225,-0.0032,-0.0105,0.025
0.622741,-0.0062,0.0064,-0.0009,0.009
0.627822,-0.0251,0.0110,-0.0104,0.029
0.633121,0.0178,-0.0177,-0.0056,0.026
0.637730,-0.0014,-0.0081,0.0087,0.012
0.643351,0.0224,0.0061,0.0182,0.030
0.648146,-0.0156,-0.0130,-0.0010,0.020
0.652806,0.0084,-0.0034,-0.0057,0.011
0.657979,0.0082,0.0014,-0.0009,0.008
0.662844,0.0129,-0.0033,0.0038,0.014
0.669349,0.0081,-0.0128,-0.0105,0.018
0.673025,0.0174,-0.0031,-0.0009,0.018
0.677591,0.0125,-0.0078,0.0276,0.031
0.683000,-0.0065,0.0160,-0.0201,0.026
0.688638,0.0078,0.0017,-0.0199,0.021
0.692791,-0.0162,-0.0125,0.0087,0.022
0.698097,-0.0112,0.0256,-0.0103,0.030
0.702801,0.0033,0.0017,-0.0150,0.015
0.708075,0.0080,-0.0077,0.0326,0.034
0.716980,0.0316,0.0018,-0.0009,0.032
0.717748,-0.0114,0.0065,0.0134,0.019
0.722737,-0.0208,-0.0031,0.0132,0.025
0.727747,0.0031,-0.0031,-0.0011,0.005
0.732871,0.0125,-0.0030,-0.0059,0.014
0.740365,0.0075,0.0161,0.0179,0.025
0.747695,0.0121,0.0113,0.0035,0.017
0.748237,-0.0070,0.0112,-0.0107,0.017
0.754046,0.0119,0.0063,-0.0059,0.015
0.757686,0.0070,-0.0127,0.0084,0.017
0.762659,-0.0167,0.0064,0.0273,0.033
0.767978,-0.0024,0.0111,0.0128,0.017
0.772422,-0.0071,0.0014,0.0175,0.019
0.777729,-0.0117,0.0203,-0.0111,0.026
0.783302,-0.0115,0.0203,0.0174,0.029
0.787384,-0.0066,-0.0035,0.0030,0.008
0.793313,-0.0112,0.0060,0.0030,0.013
0.797487,-0.0016,-0.0035,0.0030,0.005
0.802454,-0.0015,-0.0083,-0.0018,0.009
0.807437,0.0174,-0.0034,-0.0065,0.019
0.812480,-0.0017,0.0063,-0.0112,0.013
0.822935,-0.0019,0.0158,-0.0016,0.016
0.823550,0.0218,-0.0033,0.0221,0.031
0.828073,0.0026,0.0205,0.0172,0.027
0.832403,-0.0118,0.0061,-0.0019,0.013
0.837276,0.0072,-0.0272,-0.0019,0.028
0.843202,0.0071,0.0015,-0.0351,0.036
0.847356,0.0071,0.0062,0.0126,0.016
0.852166,0.0070,-0.0176,0.0220,0.029
0.857204,-0.0073,0.0110,0.0218,0.026
0.862289,0.0164,-0.0033,-0.0068,0.018
0.867915,-0.0075,0.0062,-0.0020,0.010
0.873770,-0.0073,-0.0129,0.0265,0.030
0.877661,-0.0026,-0.0034,-0.0165,0.017
0.883139,0.0212,-0.0128,0.0027,0.025
0.887551,-0.0123,0.0063,0.0074,0.016
0.893259,-0.0170,0.0063,0.0073,0.020
0.897322,-0.0168,0.0062,-0.0117,0.021
0.902368,0.0022,0.0204,-0.0021,0.021
0.907236,-0.0168,0.0204,-0.0069,0.027
0.913474,-0.0024,-0.0178,0.0074,0.019
0.928214,0.0118,0.0062,0.0074,0.015
0.928916,-0.0026,0.0014,0.0168,0.017
0.929202,-0.0074,-0.0128,0.0214,0.026
0.933257,-0.0168,0.0016,-0.0073,0.018
0.937009,-0.0073,0.0301,-0.0025,0.031
0.942146,-0.0024,-0.0035,-0.0024,0.005
0.947033,0.0118,-0.0130,0.0166,0.024
0.952115,-0.0071,-0.0033,0.0022,0.008
0.956972,0.0167,0.0015,0.0022,0.017
0.962553,-0.0214,0.0111,-0.0073,0.025
0.968459,0.0121,-0.0080,-0.0073,0.016
0.972544,-0.0023,0.0110,0.0403,0.042
0.977544,-0.0023,-0.0034,0.0067,0.008
0.982133,0.0073,-0.0130,-0.0029,0.015
0.987197,-0.0164,-0.0081,-0.0076,0.020
0.992091,0.0121,-0.0128,0.0162,0.024
0.997171,-0.0022,0.0160,0.0018,0.016
1.004833,-0.0212,0.0063,-0.0124,0.025
1.007146,0.0075,-0.0034,0.0019,0.008
1.015378,-0.0070,-0.0082,0.0019,0.011
1.017186,0.0072,-0.0129,-0.0123,0.019
1.022299,0.0026,0.0015,-0.0075,0.008
1.027135,-0.0022,-0.0176,-0.0122,0.022
1.032295,0.0027,0.0017,0.0022,0.004
1.037121,0.0074,0.0064,0.0116,0.015
1.042467,-0.0212,0.0063,-0.0027,0.022
1.047080,0.0123,-0.0222,0.0163,0.030
1.051907,-0.0116,0.0255,0.0067,0.029
1.057044,-0.0018,-0.0174,-0.0219,0.028
1.062055,0.0078,0.0064,-0.0027,0.010
1.068780,-0.0206,-0.0127,-0.0216,0.032
1.072722,0.0174,0.0159,0.0023,0.024
1.077134,0.0173,-0.0080,0.0118,0.022
1.082675,0.0125,-0.0080,-0.0026,0.015
1.087009,0.0028,0.0063,-0.0216,0.023
1.092346,-0.0115,0.0015,0.0119,0.017
1.097375,0.0029,-0.0176,0.0070,0.019
1.105664,0.0125,0.0016,-0.0025,0.013
1.107270,0.0171,0.0064,0.0070,0.020
1.116762,0.0121,0.0110,0.0259,0.031
1.117596,-0.0118,-0.0081,-0.0123,0.019
1.122569,-0.0022,0.0157,0.0021,0.016
1.127211,0.0121,0.0060,-0.0027,0.014
1.131988,-0.0212,-0.0085,0.0021,0.023
1.137022,-0.0020,0.0011,-0.0027,0.004
1.142283,-0.0067,0.0153,0.0021,0.017
1.147017,0.0029,0.0295,-0.0264,0.040
1.152068,-0.0019,0.0103,0.0023,0.011
1.156712,-0.0161,0.0055,0.0165,0.024
1.161671,-0.0301,-0.0089,0.0069,0.032
1.166608,0.0033,0.0245,0.0163,0.030
1.171625,-0.0110,-0.0137,0.0114,0.021
1.177224,-0.0014,-0.0041,0.0018,0.005
1.181957,-0.0157,-0.0231,-0.0029,0.028
1.186650,-0.0107,-0.0135,-0.0124,0.021
1.191843,0.0131,0.0057,0.0067,0.016
1.196566,0.0272,0.0010,0.0209,0.034
1.202084,-0.0110,0.0009,-0.0125,0.017
1.206735,-0.0014,0.0152,0.0066,0.017
1.214594,-0.0109,-0.0040,0.0018,0.012
1.217237,-0.0203,0.0149,0.0112,0.028
1.225464,0.0084,-0.0090,-0.0126,0.018
1.226716,0.0035,0.0053,0.0065,0.009
1.231669,-0.0107,-0.0089,0.0254,0.029
1.236756,0.0131,-0.0089,0.0015,0.016
1.241918,-0.0013,0.0102,-0.0270,0.029
1.246802,-0.0156,0.0196,0.0160,0.030
1.252693,0.0036,-0.0234,-0.0032,0.024
1.256804,0.0036,-0.0281,-0.0126,0.031
1.261539,0.0037,0.0056,-0.0078,0.010
1.266784,0.0036,0.0008,0.0160,0.016
1.272507,0.0083,-0.0089,0.0016,0.012
1.277343,0.0082,-0.0088,-0.0126,0.017
1.281576,0.0319,-0.0182,-0.0078,0.038
1.286526,-0.0111,0.0009,-0.0029,0.012
1.291730,0.0127,0.0152,-0.0124,0.023
1.296602,0.0172,-0.0039,-0.0171,0.025
1.302451,-0.0115,-0.0133,0.0116,0.021
1.306562,0.0124,0.0057,0.0162,0.021
1.311374,-0.0115,-0.0038,0.0208,0.024
1.316649,-0.0067,0.0200,0.0064,0.022
1.322961,0.0029,-0.0039,0.0064,0.008
1.326875,0.0029,-0.0039,0.0016,0.005
1.333576,-0.0256,-0.0086,0.0063,0.028
1.336345,0.0127,-0.0085,-0.0175,0.023
1.341441,0.0031,0.0011,0.0016,0.004
1.346352,0.0079,0.0011,-0.0221,0.024
1.351428,-0.0016,0.0010,-0.0124,0.013
1.356249,-0.0253,0.0105,-0.0266,0.038
1.361702,-0.0013,-0.0087,0.0069,0.011
1.366560,0.0177,0.0058,-0.0074,0.020
1.372294,-0.0252,0.0058,0.0164,0.031
1.376309,0.0036,-0.0037,0.0352,0.036
1.381101,0.0035,-0.0132,0.0017,0.014
1.386173,-0.0013,0.0059,0.0064,0.009
1.391344,-0.0202,-0.0037,0.0064,0.021
1.396438,0.0037,-0.0131,0.0111,0.018
1.401420,0.0037,0.0013,0.0015,0.004
1.406318,-0.0010,0.0060,0.0015,0.006
1.414573,-0.0057,0.0108,0.0015,0.012
1.416776,0.0038,-0.0036,-0.0080,0.010
1.427739,0.0227,0.0058,-0.0080,0.025
1.428305,0.0083,-0.0084,0.0016,0.012
1.431348,-0.0107,0.0011,0.0063,0.012
1.436322,-0.0011,0.0153,-0.0080,0.017
1.442166,-0.0011,-0.0323,0.0253,0.041
1.446261,0.0132,-0.0082,0.0109,0.019
1.451793,-0.0060,-0.0130,-0.0082,0.017
1.457047,0.0131,-0.0082,-0.0081,0.017
1.461481,0.0130,-0.0033,0.0062,0.015
1.466371,-0.0061,0.0110,0.0061,0.014
1.471914,-0.0012,0.0156,-0.0224,0.027
1.476478,0.0036,0.0155,0.0158,0.022
1.481377,-0.0155,-0.0131,-0.0129,0.024
1.486977,-0.0106,-0.0177,-0.0033,0.021
1.491187,-0.0105,0.0110,-0.0222,0.027
1.496545,-0.0199,0.0014,-0.0173,0.026
1.501328,0.0133,0.0014,0.0113,0.018
1.506469,0.0181,0.0156,0.0017,0.024
1.515395,-0.0152,0.0154,0.0017,0.022
1.516301,-0.0245,-0.0179,-0.0030,0.031
1.526425,-0.0243,0.0250,0.0112,0.037
1.527243,0.0140,0.0058,0.0016,0.015
1.531158,-0.0193,0.0153,-0.0031,0.025
1.535880,-0.0049,0.0103,0.0159,0.020
1.541224,0.0190,-0.0087,0.0110,0.024
1.546192,-0.0239,0.0008,0.0062,0.025
1.551217,-0.0047,-0.0087,-0.0081,0.013
1.556146,-0.0047,-0.0134,-0.0365,0.039
1.561252,-0.0093,0.0009,-0.0030,0.010
1.566087,-0.0093,-0.0039,0.0113,0.015
1.570917,-0.0235,0.0057,-0.0031,0.024
1.575949,0.0099,0.0056,0.0017,0.011
1.581329,-0.0091,0.0008,0.0159,0.018
1.586673,-0.0233,0.0055,0.0111,0.026
1.591170,0.0245,-0.0135,0.0015,0.028
1.595918,-0.0185,-0.0086,-0.0033,0.021
1.601079,-0.0088,0.0105,0.0062,0.015
1.606080,-0.0088,-0.0038,0.0062,0.011
1.615770,-0.0133,0.0247,-0.0034,0.028
1.617006,-0.0037,0.0102,0.0157,0.019
1.625620,-0.0132,0.0149,-0.0035,0.020
1.626376,0.0153,0.0100,0.0061,0.019
1.636029,0.0200,0.0051,0.0013,0.021
1.636747,0.0199,-0.0188,0.0060,0.028
1.641410,0.0244,0.0051,-0.0035,0.025
1.646684,0.0194,0.0050,0.0107,0.023
1.651158,-0.0140,-0.0045,0.0011,0.015
1.655911,-0.0092,-0.0140,-0.0036,0.017
1.661583,-0.0044,0.0003,0.0012,0.005
1.665824,0.0050,-0.0092,0.0059,0.012
1.671437,0.0002,0.0003,0.0154,0.015
1.675585,0.0002,0.0098,0.0200,0.022
1.680769,-0.0045,-0.0046,0.0008,0.007
1.685559,0.0145,-0.0140,-0.0087,0.022
1.690872,-0.0094,0.0003,0.0009,0.009
1.695914,-0.0046,-0.0140,0.0009,0.015
1.700751,0.0240,0.0051,0.0151,0.029
1.705890,-0.0094,0.0003,-0.0182,0.021
1.710784,-0.0047,-0.0044,0.0104,0.012
1.716073,0.0238,0.0005,0.0198,0.031
1.727093,0.0094,0.0053,0.0196,0.022
1.727787,-0.0050,0.0005,0.0005,0.005
1.730726,-0.0002,-0.0091,-0.0043,0.010
1.735480,0.0140,0.0052,0.0243,0.028
1.741081,-0.0003,-0.0044,-0.0092,0.010
1.745769,-0.0051,-0.0139,0.0194,0.024
1.751221,-0.0004,0.0194,0.0097,0.022
1.755791,0.0185,-0.0139,0.0001,0.023
1.760622,0.0324,0.0100,0.0191,0.039
1.765694,-0.0059,0.0194,-0.0095,0.022
1.770586,0.0085,-0.0140,-0.0142,0.022
1.775502,-0.0057,0.0099,0.0049,0.012
1.780496,0.0086,-0.0043,0.0191,0.021
1.785579,-0.0057,0.0052,-0.0095,0.012
1.790597,0.0181,-0.0139,-0.0094,0.025
1.795457,0.0130,-0.0090,-0.0046,0.017
1.800598,0.0178,-0.0137,-0.0141,0.027
1.805479,0.0177,0.0101,0.0050,0.021
1.811038,0.0033,-0.0089,-0.0045,0.010
1.816725,0.0031,-0.0040,0.0145,0.015
1.830231,0.0030,-0.0040,-0.0236,0.024
1.833545,-0.0207,-0.0040,0.0004,0.021
1.834311,-0.0063,-0.0182,-0.0044,0.020
1.837067,-0.0109,-0.0180,-0.0044,0.022
1.840928,-0.0202,-0.0036,0.0099,0.023
1.845155,-0.0201,-0.0035,-0.0091,0.022
1.850299,0.0036,0.0108,0.0052,0.013
1.855319,-0.0012,0.0251,-0.0139,0.029
1.860739,-0.0248,0.0154,-0.0043,0.030
1.865449,-0.0057,-0.0132,-0.0042,0.015
1.871033,-0.0104,0.0154,-0.0042,0.019
1.875348,-0.0009,-0.0037,0.0101,0.011
1.880346,-0.0151,-0.0084,0.0053,0.018
1.885338,0.0088,-0.0035,0.0005,0.009
1.890732,0.0040,0.0108,0.0100,0.015
1.895476,-0.0055,0.0202,0.0051,0.022
1.900273,-0.0056,0.0106,-0.0092,0.015
1.905347,0.0041,0.0106,0.0004,0.011
1.910305,0.0041,0.0058,-0.0043,0.008
1.915725,0.0041,-0.0178,-0.0043,0.019
1.928674,-0.0006,-0.0129,-0.0043,0.014
1.929443,0.0043,-0.0033,-0.0090,0.010
1.930306,-0.0291,0.0110,0.0338,0.046
1.935088,0.0138,0.0014,-0.0092,0.017
1.940368,-0.0148,-0.0034,0.0146,0.021
1.946074,0.0043,0.0013,0.0098,0.011
1.950630,-0.0097,-0.0131,0.0002,0.016
1.955455,-0.0144,0.0012,0.0239,0.028
1.960236,-0.0000,-0.0131,0.0095,0.016
1.965414,0.0001,0.0108,-0.0001,0.011
1.970767,0.0048,-0.0083,-0.0286,0.030
1.975118,0.0048,0.0250,0.0381,0.046
1.980156,0.0095,0.0010,-0.0144,0.017
1.985027,0.0143,0.0153,-0.0190,0.028
1.990322,0.0381,-0.0086,0.0144,0.042
1.995706,-0.0051,0.0056,-0.0238,0.025
2.000327,-0.0098,0.0151,0.0049,0.019
2.005130,0.0140,-0.0087,0.0191,0.025
2.010174,0.0092,0.0104,0.0285,0.032
2.016450,0.0423,0.0150,0.0045,0.045
2.027241,0.0040,-0.0231,0.0045,0.024
2.027933,0.0038,0.0198,0.0092,0.022
2.034782,-0.0104,0.0149,0.0376,0.042
2.035450,0.0087,0.0099,0.0088,0.016
2.040350,-0.0104,-0.0045,0.0040,0.012
2.047195,0.0133,0.0003,-0.0103,0.017
2.049877,-0.0058,-0.0045,-0.0197,0.021
2.055170,-0.0057,0.0098,-0.0291,0.031
2.059976,-0.0247,0.0097,-0.0051,0.027
2.065102,0.0136,-0.0095,0.0140,0.022
2.070745,0.0086,0.0143,0.0091,0.019
2.074974,-0.0056,-0.0000,-0.0052,0.008
2.079934,-0.0151,0.0000,-0.0147,0.021
2.085079,-0.0054,-0.0047,-0.0051,0.009
2.090180,-0.0149,-0.0046,-0.0003,0.016
2.095105,-0.0147,-0.0188,0.0282,0.037
2.100072,0.0044,0.0003,-0.0100,0.011
2.107921,0.0091,0.0051,0.0138,0.017
2.110506,-0.0005,0.0146,-0.0005,0.015
2.122494,-0.0052,-0.0140,-0.0053,0.016
2.123180,0.0139,-0.0093,0.0043,0.017
2.124671,-0.0052,0.0098,-0.0005,0.011
2.129869,-0.0052,0.0050,0.0042,0.008
2.134954,0.0091,-0.0140,0.0232,0.029
2.139960,0.0280,-0.0091,-0.0245,0.038
2.145105,0.0088,0.0005,0.0279,0.029
2.150180,-0.0103,0.0148,-0.0008,0.018
2.154815,-0.0055,-0.0091,0.0135,0.017
2.160287,0.0137,0.0101,0.0086,0.019
2.164908,-0.0054,-0.0138,-0.0152,0.021
2.170215,0.0088,-0.0137,0.0039,0.017
2.174896,-0.0103,0.0150,-0.0294,0.035
2.179653,0.0136,0.0006,0.0136,0.019
2.185189,-0.0102,0.0100,-0.0055,0.015
2.189847,-0.0149,-0.0138,-0.0149,0.025
2.195017,-0.0053,0.0006,-0.0006,0.005
2.199901,0.0090,0.0148,0.0089,0.019
2.204867,-0.0006,0.0052,0.0089,0.010
2.209735,-0.0007,-0.0043,-0.0055,0.007
2.217115,0.0041,0.0147,-0.0197,0.025
2.220104,-0.0007,0.0098,0.0043,0.011
2.227290,-0.0054,0.0049,-0.0053,0.009
2.236862,0.0182,-0.0189,0.0043,0.027
2.237527,-0.0294,-0.0140,-0.0053,0.033
2.239453,-0.0006,0.0002,-0.0100,0.010
2.244597,0.0183,0.0051,-0.0099,0.021
2.249571,-0.0009,0.0050,0.0139,0.015
2.254891,0.0085,-0.0045,-0.0194,0.022
2.259790,0.0131,0.0005,-0.0145,0.020
2.264780,0.0367,0.0054,-0.0002,0.037
2.269647,0.0079,0.0053,-0.0096,0.014
2.274791,-0.0018,-0.0138,-0.0001,0.014
2.279848,-0.0114,0.0053,0.0142,0.019
2.284520,-0.0018,-0.0233,-0.0192,0.030
2.289605,0.0125,0.0149,-0.0238,0.031
2.294681,-0.0018,-0.0042,0.0239,0.024
2.299593,-0.0256,0.0054,-0.0190,0.032
2.304782,0.0031,-0.0043,0.0001,0.005
2.309626,0.0030,-0.0043,-0.0141,0.015
2.314582,0.0267,-0.0044,-0.0045,0.027
2.319627,-0.0020,0.0194,0.0003,0.020
2.325440,0.0028,0.0097,0.0193,0.022
2.337171,0.0029,-0.0046,-0.0094,0.011
2.338649,-0.0163,-0.0094,0.0002,0.019
2.339652,-0.0020,0.0287,-0.0045,0.029
2.344704,0.0122,-0.0190,0.0050,0.023
2.349803,-0.0211,-0.0093,0.0002,0.023
2.355352,0.0076,0.0145,0.0002,0.016
2.359309,-0.0066,-0.0094,-0.0093,0.015
2.364435,-0.0018,0.0097,-0.0235,0.025
2.369311,0.0078,-0.0188,0.0052,0.021
2.374525,-0.0159,0.0098,0.0099,0.021
2.380086,-0.0062,0.0002,-0.0044,0.008
2.384582,0.0130,0.0050,0.0099,0.017
2.389275,0.0176,0.0098,0.0003,0.020
2.394389,-0.0063,0.0050,0.0003,0.008
2.399655,-0.0016,0.0334,-0.0140,0.036
2.405078,-0.0016,-0.0001,0.0004,0.002
2.409374,0.0029,-0.0095,0.0146,0.018
2.414895,0.0123,-0.0047,0.0098,0.016
2.419350,0.0074,-0.0047,0.0049,0.010
2.425488,-0.0164,0.0095,0.0002,0.019
2.436963,-0.0259,-0.0096,-0.0093,0.029
2.437631,0.0029,-0.0095,0.0050,0.011
2.439208,0.0029,-0.0142,0.0287,0.032
2.444313,-0.0019,-0.0330,0.0047,0.033
2.449419,-0.0160,0.0147,0.0047,0.022
2.455246,-0.0017,-0.0139,0.0141,0.020
2.459276,-0.0207,-0.0043,0.0093,0.023
2.464550,-0.0063,0.0053,-0.0336,0.035
2.469245,-0.0159,0.0148,-0.0095,0.024
2.474274,-0.0394,0.0004,0.0000,0.039
2.478894,0.0132,0.0005,-0.0047,0.014
2.484116,0.0036,0.0100,0.0143,0.018
2.489762,-0.0107,0.0099,-0.0190,0.024
2.494157,-0.0012,0.0050,0.0001,0.005
2.499359,-0.0107,-0.0092,0.0001,0.014
2.505458,-0.0153,-0.0283,-0.0141,0.035
2.509292,-0.0104,-0.0043,0.0097,0.015
2.514393,-0.0103,-0.0091,-0.0046,0.014
2.519297,0.0325,0.0004,-0.0093,0.034
2.526222,-0.0152,-0.0092,0.0050,0.018
2.529859,-0.0008,0.0051,0.0097,0.011
2.537411,0.0087,0.0098,-0.0141,0.019
2.538875,-0.0294,-0.0046,-0.0092,0.031
2.543943,-0.0007,0.0191,-0.0186,0.027
2.548826,0.0183,-0.0000,0.0100,0.021
2.554481,0.0133,0.0142,0.0004,0.020
2.559171,-0.0010,-0.0002,-0.0186,0.019
2.564246,0.0226,0.0092,0.0148,0.029
2.569056,0.0177,0.0044,0.0004,0.018
2.574364,-0.0158,-0.0195,0.0052,0.026
2.579115,-0.0109,-0.0004,-0.0138,0.018
2.584006,-0.0013,-0.0147,0.0243,0.028
2.589029,-0.0108,-0.0051,-0.0187,0.022
2.594056,0.0035,0.0234,0.0242,0.034
2.599093,0.0082,-0.0148,-0.0092,0.019
2.603918,-0.0108,-0.0100,0.0099,0.018
2.609320,-0.0059,-0.0053,0.0145,0.017
2.618156,-0.0059,-0.0052,-0.0141,0.016
2.619838,0.0274,-0.0003,-0.0187,0.033
2.629464,-0.0014,-0.0098,-0.0043,0.011
2.630224,-0.0298,-0.0097,0.0147,0.035
2.634189,-0.0010,-0.0049,0.0003,0.005
2.639343,-0.0010,0.0047,-0.0139,0.015
2.644778,0.0038,-0.0000,-0.0091,0.010
2.649341,0.0086,-0.0191,-0.0232,0.031
2.654235,-0.0058,0.0047,-0.0040,0.008
2.659380,-0.0105,0.0048,-0.0040,0.012
2.663892,0.0085,0.0144,0.0008,0.017
2.668822,-0.0152,-0.0001,-0.0277,0.032
2.674381,-0.0009,-0.0143,0.0010,0.014
2.678874,-0.0056,0.0143,0.0105,0.019
2.683851,-0.0008,-0.0333,-0.0038,0.034
2.689027,0.0182,0.0145,-0.0228,0.033
2.693700,-0.0056,-0.0188,0.0059,0.021
2.698738,0.0180,-0.0045,-0.0179,0.026
2.703647,0.0085,0.0144,-0.0035,0.017
2.708950,-0.0106,-0.0094,-0.0177,0.023
2.717950,-0.0057,0.0002,-0.0081,0.010
