time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.350802,0.0015,0.0213,0.0083,0.023
0.356105,0.0062,-0.0168,0.0035,0.018
0.364020,-0.0129,0.0071,-0.0156,0.021
0.369703,0.0062,-0.0024,0.0083,0.011
0.370675,0.0156,-0.0119,0.0035,0.020
0.376042,0.0202,-0.0070,0.0035,0.022
0.381025,0.0153,0.0027,-0.0156,0.022
0.385867,0.0104,-0.0116,0.0036,0.016
0.391480,-0.0086,0.0170,0.0035,0.019
0.395778,0.0247,-0.0021,0.0083,0.026
0.400687,0.0101,0.0025,0.0129,0.017
0.405827,-0.0280,-0.0023,0.0128,0.031
0.411293,0.0197,-0.0117,0.0175,0.029
0.416842,-0.0136,-0.0069,-0.0112,0.019
0.420896,0.0008,0.0073,-0.0111,0.013
0.425526,-0.0038,0.0167,-0.0205,0.027
0.430932,0.0105,-0.0023,-0.0108,0.015
0.440874,-0.0037,-0.0070,-0.0012,0.008
0.441640,0.0295,-0.0022,0.0035,0.030
0.445495,0.0056,-0.0070,-0.0107,0.014
0.450484,-0.0040,0.0216,0.0131,0.026
0.455439,0.0008,-0.0165,0.0225,0.028
0.463598,-0.0087,-0.0212,-0.0109,0.025
0.465874,0.0056,-0.0162,-0.0014,0.017
0.471665,0.0006,0.0029,0.0129,0.013
0.476284,0.0054,0.0217,-0.0014,0.022
0.480812,-0.0042,-0.0022,-0.0014,0.005
0.485470,0.0006,-0.0070,0.0081,0.011
0.490818,-0.0089,0.0026,0.0175,0.020
0.495647,0.0101,-0.0069,-0.0159,0.020
0.500618,-0.0280,-0.0163,0.0175,0.037
0.505608,0.0101,-0.0162,0.0031,0.019
0.510452,-0.0042,0.0172,0.0268,0.032
0.517413,-0.0137,0.0172,-0.0114,0.025
0.520482,0.0008,0.0171,0.0077,0.019
0.525529,0.0006,-0.0307,-0.0114,0.033
0.530651,0.0007,0.0218,-0.0255,0.034
0.541347,0.0007,-0.0021,-0.0016,0.003
0.542049,-0.0041,0.0027,-0.0015,0.005
0.545511,-0.0088,0.0074,0.0127,0.017
0.550452,-0.0135,0.0025,0.0079,0.016
0.555472,0.0056,-0.0165,-0.0017,0.018
0.570695,-0.0041,0.0026,-0.0207,0.021
0.571480,-0.0087,0.0026,0.0175,0.020
0.571798,0.0152,0.0025,0.0268,0.031
0.577259,-0.0039,0.0120,0.0076,0.015
0.580643,-0.0135,0.0024,0.0218,0.026
0.585889,0.0150,-0.0117,0.0026,0.019
0.590819,-0.0230,0.0121,0.0026,0.026
0.595635,-0.0132,0.0120,0.0121,0.022
0.600417,-0.0082,-0.0167,0.0025,0.019
0.605480,0.0107,-0.0118,-0.0260,0.031
0.610501,0.0154,-0.0165,0.0027,0.023
0.615477,-0.0321,0.0028,0.0026,0.032
0.620391,0.0109,0.0076,0.0026,0.014
0.625528,0.0109,-0.0021,-0.0021,0.011
0.630258,0.0060,-0.0022,0.0216,0.023
0.635169,-0.0132,0.0073,0.0167,0.022
0.640491,-0.0178,-0.0070,0.0023,0.019
0.649889,0.0013,0.0121,0.0118,0.017
0.650594,-0.0080,-0.0070,0.0212,0.024
0.655425,0.0063,-0.0070,-0.0122,0.015
0.659985,-0.0079,-0.0069,-0.0121,0.016
0.665100,-0.0173,-0.0068,-0.0120,0.022
0.670234,-0.0029,-0.0164,-0.0072,0.018
0.677397,0.0066,0.0122,-0.0214,0.025
0.679918,-0.0125,0.0121,-0.0354,0.039
0.684878,-0.0028,0.0121,-0.0019,0.013
0.690120,0.0020,-0.0070,-0.0066,0.010
0.695044,0.0018,-0.0023,-0.0018,0.003
0.700575,0.0065,-0.0117,0.0172,0.022
0.705132,0.0017,-0.0069,0.0123,0.014
0.710226,0.0064,-0.0069,0.0027,0.010
0.715247,0.0016,-0.0020,-0.0163,0.017
0.720239,0.0157,-0.0211,0.0218,0.034
0.725575,-0.0082,-0.0020,-0.0021,0.009
0.730331,0.0157,-0.0164,-0.0021,0.023
0.741966,0.0014,0.0170,0.0074,0.019
0.742677,-0.0033,0.0217,0.0121,0.025
0.746876,0.0015,0.0024,-0.0307,0.031
0.752163,0.0110,-0.0071,-0.0020,0.013
0.754861,-0.0082,-0.0022,-0.0067,0.011
0.759827,-0.0130,0.0026,0.0171,0.022
0.764842,-0.0082,0.0215,-0.0068,0.024
0.769864,0.0110,-0.0072,0.0028,0.013
0.775592,-0.0035,-0.0118,-0.0258,0.029
0.780243,0.0013,-0.0069,0.0172,0.019
0.784652,-0.0130,-0.0022,0.0028,0.013
0.789871,-0.0034,0.0167,0.0123,0.021
0.794966,-0.0081,0.0024,-0.0068,0.011
0.800863,-0.0034,0.0260,-0.0353,0.044
0.804739,0.0203,0.0114,0.0220,0.032
0.809946,-0.0129,0.0018,-0.0161,0.021
0.815080,-0.0128,-0.0030,-0.0160,0.021
0.819967,0.0111,-0.0030,-0.0111,0.016
0.826209,-0.0034,0.0017,-0.0015,0.004
0.829852,-0.0034,0.0159,0.0032,0.017
0.834881,0.0016,-0.0080,0.0080,0.011
0.839936,-0.0032,-0.0032,0.0079,0.009
0.846593,-0.0174,-0.0127,0.0031,0.022
0.850426,0.0017,0.0016,0.0030,0.004
0.856692,-0.0030,-0.0079,0.0078,0.012
0.864023,-0.0125,-0.0126,0.0315,0.036
0.864653,0.0162,-0.0031,0.0312,0.035
0.869765,0.0066,-0.0125,0.0072,0.016
0.874822,-0.0126,-0.0030,0.0024,0.013
0.880134,-0.0126,0.0018,0.0024,0.013
0.884677,-0.0125,-0.0172,-0.0167,0.027
0.889578,-0.0028,0.0257,0.0120,0.029
0.894792,0.0162,-0.0125,-0.0214,0.030
0.901073,0.0160,0.0019,-0.0022,0.016
0.905123,0.0255,0.0019,-0.0164,0.030
0.912102,-0.0033,-0.0172,-0.0115,0.021
0.914793,0.0110,0.0162,0.0171,0.026
0.919741,0.0157,-0.0029,-0.0163,0.023
0.924820,0.0060,0.0160,-0.0019,0.017
0.929863,-0.0035,0.0158,0.0028,0.016
0.938142,-0.0083,-0.0222,0.0123,0.027
0.940768,-0.0034,0.0017,-0.0068,0.008
0.949129,0.0109,-0.0221,0.0028,0.025
0.949873,-0.0225,-0.0030,0.0075,0.024
0.954463,0.0157,-0.0077,-0.0353,0.039
0.959837,-0.0035,-0.0124,-0.0160,0.021
0.965250,0.0107,-0.0027,-0.0064,0.013
0.970645,-0.0036,0.0020,0.0079,0.009
0.976460,0.0013,0.0020,-0.0064,0.007
0.980165,0.0013,-0.0217,-0.0016,0.022
0.985554,0.0014,-0.0214,-0.0253,0.033
0.989342,-0.0033,0.0120,-0.0156,0.020
0.994562,0.0205,-0.0071,-0.0202,0.030
0.999772,0.0014,0.0024,-0.0058,0.006
1.004415,-0.0081,-0.0072,0.0180,0.021
1.009283,0.0110,0.0168,0.0178,0.027
1.014598,-0.0081,-0.0023,0.0129,0.015
1.019563,-0.0033,0.0122,0.0033,0.013
1.024698,-0.0031,0.0121,-0.0205,0.024
1.029928,-0.0079,-0.0022,-0.0013,0.008
1.038658,-0.0077,0.0074,0.0035,0.011
1.039558,-0.0171,0.0025,0.0034,0.018
1.053712,-0.0027,-0.0118,0.0176,0.021
1.054482,0.0116,-0.0068,-0.0157,0.021
1.054749,-0.0074,0.0123,-0.0204,0.025
1.059856,0.0164,0.0075,0.0083,0.020
1.064853,0.0114,0.0074,-0.0013,0.014
1.069474,0.0019,-0.0069,0.0082,0.011
1.074524,-0.0026,-0.0115,-0.0013,0.012
1.079782,-0.0121,0.0028,-0.0013,0.013
1.084691,0.0166,0.0124,-0.0061,0.022
1.089542,0.0070,0.0076,-0.0392,0.041
1.094391,0.0070,0.0076,0.0276,0.029
1.099265,0.0069,0.0074,0.0083,0.013
1.104805,0.0021,0.0074,0.0178,0.019
1.110000,0.0116,0.0073,-0.0109,0.017
1.114248,0.0209,-0.0022,-0.0250,0.033
1.119110,-0.0172,0.0122,-0.0011,0.021
1.124356,-0.0076,0.0027,0.0037,0.009
1.129139,0.0161,-0.0211,-0.0106,0.029
1.138586,0.0206,-0.0162,-0.0200,0.033
1.139239,0.0110,-0.0114,-0.0008,0.016
1.150932,-0.0271,-0.0018,-0.0008,0.027
1.151610,-0.0031,0.0124,-0.0151,0.020
1.154360,0.0111,0.0219,0.0135,0.028
1.160220,0.0062,0.0074,-0.0056,0.011
1.164601,-0.0081,-0.0165,-0.0008,0.018
1.169500,-0.0128,-0.0116,0.0135,0.022
1.174439,-0.0173,-0.0067,0.0134,0.023
1.179286,-0.0027,-0.0209,0.0180,0.028
1.184914,-0.0123,0.0031,-0.0154,0.020
1.189047,0.0069,-0.0064,-0.0105,0.014
1.194380,0.0116,0.0032,0.0038,0.013
1.199044,-0.0075,-0.0016,0.0180,0.020
1.204427,0.0117,0.0079,0.0179,0.023
1.209151,-0.0074,0.0030,0.0082,0.012
1.214252,0.0069,-0.0017,-0.0346,0.035
1.219139,-0.0026,-0.0016,-0.0058,0.007
1.224105,0.0068,0.0269,0.0323,0.043
1.229105,0.0021,-0.0067,-0.0155,0.017
1.234268,-0.0264,0.0075,-0.0059,0.028
1.239995,0.0260,-0.0020,0.0084,0.027
1.252605,0.0163,0.0028,-0.0106,0.020
1.253374,0.0020,-0.0020,-0.0010,0.003
1.253732,-0.0170,0.0074,-0.0153,0.024
1.258873,0.0022,-0.0116,0.0086,0.015
1.264100,-0.0168,-0.0163,-0.0152,0.028
1.268910,-0.0165,-0.0114,0.0181,0.027
1.273888,0.0075,-0.0113,0.0275,0.031
1.278736,0.0074,0.0031,0.0178,0.020
1.284944,-0.0116,0.0126,0.0176,0.025
1.288698,0.0170,-0.0016,0.0222,0.028
1.293846,0.0122,0.0033,-0.0207,0.024
1.298794,-0.0164,0.0033,0.0080,0.018
1.303770,-0.0162,-0.0062,0.0031,0.018
1.309067,0.0219,-0.0108,-0.0016,0.025
1.314069,0.0026,0.0035,0.0031,0.005
1.319376,0.0122,-0.0059,-0.0064,0.015
1.324029,-0.0070,-0.0011,-0.0064,0.009
1.329344,-0.0069,-0.0105,-0.0016,0.013
1.334179,0.0026,-0.0056,-0.0015,0.006
1.339592,0.0027,-0.0104,0.0080,0.013
1.350847,0.0169,0.0086,0.0127,0.023
1.351899,0.0073,-0.0057,0.0031,0.010
1.353849,0.0167,0.0087,0.0078,0.020
1.358855,-0.0167,-0.0246,-0.0065,0.030
1.364335,-0.0023,-0.0102,0.0078,0.013
1.368993,-0.0025,0.0137,0.0314,0.034
1.374318,0.0165,0.0230,0.0169,0.033
1.379200,-0.0121,0.0038,0.0120,0.018
1.383682,0.0118,0.0039,0.0024,0.013
1.388835,-0.0027,0.0039,0.0072,0.009
1.393924,-0.0074,0.0086,-0.0166,0.020
1.398390,-0.0026,-0.0010,0.0025,0.004
1.403572,0.0307,-0.0009,0.0025,0.031
1.408400,-0.0027,0.0181,-0.0118,0.022
1.414758,0.0020,-0.0010,-0.0164,0.017
1.419284,-0.0122,0.0086,0.0122,0.019
1.423854,-0.0074,0.0085,-0.0022,0.011
1.428304,-0.0357,0.0131,0.0264,0.046
1.433669,-0.0115,0.0130,-0.0118,0.021
1.439651,-0.0162,-0.0108,-0.0118,0.023
1.458743,0.0029,0.0225,-0.0022,0.023
1.459613,0.0029,0.0033,-0.0211,0.022
1.459934,-0.0161,0.0223,0.0028,0.028
1.460253,0.0078,0.0221,0.0075,0.025
1.463644,-0.0018,0.0076,-0.0163,0.018
1.469420,0.0029,-0.0067,-0.0162,0.018
1.473717,0.0029,0.0076,-0.0113,0.014
1.478273,-0.0018,0.0076,-0.0112,0.014
1.483370,0.0219,0.0028,-0.0253,0.034
1.488259,0.0124,0.0075,0.0034,0.015
1.493702,0.0026,-0.0020,-0.0109,0.011
1.499236,-0.0021,-0.0114,0.0129,0.017
1.503234,-0.0021,-0.0018,-0.0062,0.007
1.508490,0.0121,0.0314,0.0081,0.035
1.513645,-0.0117,-0.0021,-0.0062,0.013
1.519400,0.0121,-0.0021,-0.0061,0.014
1.523639,0.0215,-0.0021,0.0129,0.025
1.528696,0.0118,-0.0021,-0.0157,0.020
1.533447,-0.0120,-0.0020,-0.0013,0.012
1.540393,-0.0166,-0.0067,0.0177,0.025
1.551936,0.0121,0.0125,-0.0015,0.017
1.552805,-0.0164,0.0124,-0.0109,0.023
1.553222,-0.0021,-0.0115,0.0034,0.012
1.558349,-0.0116,-0.0066,-0.0299,0.033
1.563502,0.0076,-0.0018,0.0131,0.015
1.569294,-0.0113,0.0031,-0.0012,0.012
1.573548,-0.0016,0.0030,0.0035,0.005
1.578407,0.0222,0.0030,-0.0013,0.022
1.583208,-0.0066,0.0030,0.0082,0.011
1.588448,-0.0160,-0.0113,-0.0013,0.020
1.593107,0.0032,0.0124,-0.0013,0.013
1.598480,-0.0111,0.0122,-0.0013,0.017
1.603282,0.0033,0.0168,-0.0060,0.018
1.608245,-0.0158,0.0072,0.0035,0.018
1.613518,-0.0110,-0.0024,-0.0013,0.011
1.618477,-0.0203,0.0071,0.0035,0.022
1.623253,0.0131,-0.0167,0.0177,0.028
1.628292,0.0083,-0.0023,0.0081,0.012
1.633236,0.0034,0.0119,0.0080,0.015
1.640583,-0.0013,0.0070,0.0269,0.028
1.650928,-0.0251,-0.0025,-0.0255,0.036
1.651709,-0.0011,-0.0025,0.0222,0.022
1.653051,0.0180,-0.0120,-0.0112,0.024
1.658203,-0.0154,0.0072,-0.0159,0.023
1.663278,-0.0057,-0.0118,0.0127,0.018
1.668319,0.0132,-0.0024,0.0031,0.014
1.673822,0.0084,-0.0072,0.0316,0.033
1.678383,-0.0011,-0.0071,0.0028,0.008
1.683128,0.0131,0.0119,-0.0019,0.018
1.688176,0.0130,0.0023,-0.0162,0.021
1.693218,0.0131,-0.0073,-0.0065,0.016
1.698432,-0.0059,-0.0167,-0.0065,0.019
1.703177,0.0131,-0.0166,0.0126,0.025
1.708283,0.0129,-0.0117,0.0220,0.028
1.713286,-0.0109,0.0074,0.0075,0.015
1.719811,0.0178,0.0168,-0.0210,0.032
1.723528,-0.0299,0.0024,0.0077,0.031
1.728019,0.0132,-0.0213,0.0028,0.025
1.733049,-0.0060,-0.0022,0.0028,0.007
1.738496,0.0035,-0.0164,0.0028,0.017
1.743062,-0.0156,-0.0115,-0.0115,0.023
1.749240,0.0036,0.0218,-0.0066,0.023
1.758915,0.0034,0.0025,0.0029,0.005
1.759723,-0.0014,-0.0023,-0.0161,0.016
1.767878,0.0080,-0.0165,0.0030,0.019
1.768496,0.0032,0.0025,-0.0017,0.004
1.773107,-0.0016,-0.0213,0.0078,0.023
1.778217,0.0268,0.0122,-0.0018,0.030
1.783010,-0.0020,-0.0163,0.0030,0.017
1.787845,-0.0163,0.0266,0.0124,0.034
1.792836,0.0123,0.0027,0.0076,0.015
1.798103,0.0027,-0.0069,-0.0067,0.010
1.803037,0.0074,-0.0163,-0.0257,0.031
1.807860,-0.0116,0.0030,-0.0207,0.024
1.812983,-0.0210,-0.0112,0.0032,0.024
1.818021,0.0029,0.0126,0.0127,0.018
1.823401,0.0078,-0.0065,-0.0159,0.019
1.828450,-0.0255,0.0031,0.0032,0.026
1.832852,0.0127,0.0220,-0.0158,0.030
1.837689,-0.0111,-0.0066,0.0128,0.018
1.842779,0.0033,0.0028,0.0127,0.013
1.849417,0.0080,0.0028,0.0174,0.019
1.859717,0.0079,0.0313,-0.0160,0.036
1.860401,0.0032,-0.0070,-0.0016,0.008
1.862893,0.0031,-0.0213,0.0031,0.022
1.868145,-0.0112,0.0025,-0.0301,0.032
1.872892,0.0080,0.0072,-0.0062,0.012
1.878957,0.0221,0.0025,-0.0156,0.027
1.882979,0.0028,0.0025,0.0225,0.023
1.888011,-0.0116,0.0072,0.0176,0.022
1.892711,-0.0115,-0.0120,0.0127,0.021
1.897931,0.0028,0.0072,0.0078,0.011
1.903414,-0.0116,-0.0070,-0.0160,0.021
1.907657,0.0122,0.0169,0.0316,0.038
1.912528,0.0074,0.0073,-0.0161,0.019
1.917706,0.0025,0.0120,-0.0065,0.014
1.923067,-0.0211,-0.0071,-0.0017,0.022
1.928243,0.0076,-0.0070,-0.0159,0.019
1.932579,-0.0021,0.0072,0.0080,0.011
1.937638,-0.0020,-0.0025,-0.0253,0.026
1.942559,0.0075,0.0022,-0.0109,0.013
1.949475,-0.0259,0.0165,-0.0060,0.031
1.960695,0.0122,0.0116,-0.0012,0.017
1.961437,0.0026,-0.0169,-0.0012,0.017
1.962539,0.0025,-0.0026,-0.0155,0.016
1.967492,0.0263,0.0165,-0.0058,0.032
1.972347,-0.0070,-0.0122,-0.0200,0.024
1.978832,0.0121,0.0164,-0.0104,0.023
1.982718,-0.0118,-0.0170,-0.0008,0.021
1.987842,0.0121,0.0069,0.0135,0.019
1.992656,0.0166,-0.0027,0.0039,0.017
1.997539,0.0165,0.0353,0.0371,0.054
2.002412,0.0021,-0.0077,0.0178,0.019
2.007539,0.0068,0.0208,0.0129,0.025
2.012448,-0.0026,0.0017,-0.0110,0.011
2.017606,0.0258,-0.0031,0.0081,0.027
2.022568,-0.0029,-0.0032,-0.0015,0.005
2.027442,0.0065,-0.0174,0.0033,0.019
2.032371,-0.0126,0.0113,-0.0015,0.017
2.041325,-0.0220,-0.0031,-0.0015,0.022
2.042660,0.0114,0.0111,0.0033,0.016
2.055516,0.0113,0.0014,-0.0062,0.013
2.056315,0.0113,0.0013,0.0033,0.012
2.059291,-0.0268,-0.0035,0.0128,0.030
2.063770,0.0019,-0.0035,0.0032,0.005
2.067492,0.0304,-0.0176,0.0079,0.036
2.072285,-0.0031,0.0110,0.0031,0.012
2.077241,-0.0078,-0.0128,-0.0017,0.015
2.082215,-0.0173,-0.0223,-0.0159,0.032
2.087479,-0.0029,-0.0126,-0.0063,0.014
2.092410,0.0020,0.0111,-0.0062,0.013
2.097359,-0.0029,0.0063,-0.0062,0.009
2.102224,0.0067,-0.0174,-0.0014,0.019
2.107271,0.0020,0.0017,-0.0109,0.011
2.112531,0.0019,0.0113,0.0082,0.014
2.117276,-0.0028,0.0065,-0.0013,0.007
2.122271,-0.0124,0.0110,0.0034,0.017
2.127046,0.0068,-0.0175,0.0034,0.019
2.132193,-0.0170,-0.0127,-0.0109,0.024
2.141109,-0.0074,-0.0079,-0.0060,0.012
2.142408,0.0068,0.0208,-0.0107,0.024
2.151393,0.0115,0.0207,0.0131,0.027
2.152049,0.0208,-0.0081,-0.0155,0.027
2.157184,0.0016,-0.0080,-0.0201,0.022
2.163092,-0.0031,0.0016,0.0133,0.014
2.167155,0.0017,0.0017,0.0037,0.004
2.172304,0.0018,-0.0032,0.0131,0.014
2.177549,0.0208,0.0016,0.0130,0.025
2.181984,0.0016,0.0064,0.0129,0.015
2.187221,0.0016,0.0064,-0.0109,0.013
2.192387,0.0159,0.0063,-0.0061,0.018
2.197058,0.0063,0.0063,-0.0108,0.014
2.202655,-0.0081,0.0063,0.0036,0.011
2.207827,-0.0080,0.0015,0.0130,0.015
2.212778,0.0205,-0.0128,0.0177,0.030
2.217203,-0.0082,0.0063,-0.0015,0.010
2.222026,0.0108,-0.0031,-0.0015,0.011
2.227408,-0.0179,0.0110,0.0128,0.025
2.232009,0.0060,0.0062,-0.0063,0.011
2.241902,-0.0035,-0.0081,0.0032,0.009
2.242722,-0.0034,0.0016,-0.0158,0.016
2.252931,0.0108,-0.0031,-0.0347,0.036
2.253659,-0.0177,-0.0077,-0.0154,0.025
2.256948,0.0015,0.0065,0.0038,0.008
2.262867,0.0062,0.0065,0.0132,0.016
2.267042,0.0156,0.0017,0.0036,0.016
2.272326,0.0060,-0.0219,-0.0059,0.024
2.277181,-0.0178,0.0021,0.0084,0.020
2.282287,-0.0082,0.0023,0.0178,0.020
2.287827,0.0062,0.0166,0.0081,0.020
2.291855,0.0014,-0.0169,0.0081,0.019
2.296613,-0.0034,-0.0025,0.0033,0.005
2.301785,0.0013,-0.0119,0.0127,0.017
2.307195,-0.0319,-0.0071,0.0126,0.035
2.312798,0.0064,-0.0022,0.0030,0.007
2.316937,0.0160,-0.0022,0.0030,0.016
2.321814,0.0016,0.0216,-0.0113,0.024
2.327046,-0.0126,-0.0023,0.0173,0.022
2.332059,-0.0079,-0.0022,-0.0113,0.014
2.341725,-0.0125,-0.0023,-0.0302,0.033
2.342383,-0.0076,0.0120,-0.0015,0.014
2.353015,0.0020,-0.0119,-0.0015,0.012
2.353770,0.0068,-0.0022,-0.0110,0.013
2.356879,0.0020,-0.0117,-0.0299,0.032
2.362027,0.0114,0.0121,-0.0011,0.017
2.366906,-0.0220,-0.0069,-0.0059,0.024
2.371874,-0.0026,0.0026,-0.0295,0.030
2.377861,-0.0121,0.0026,-0.0056,0.014
2.382362,0.0021,-0.0021,0.0040,0.005
2.386649,-0.0074,0.0027,0.0039,0.009
2.391775,0.0164,0.0026,0.0039,0.017
2.396872,-0.0027,0.0026,-0.0151,0.016
2.401859,-0.0122,0.0025,-0.0197,0.023
2.406876,0.0021,0.0167,-0.0101,0.020
2.412734,-0.0026,-0.0025,0.0043,0.006
2.416745,0.0022,0.0212,-0.0100,0.024
2.422061,-0.0121,0.0021,-0.0099,0.016
2.427490,0.0024,0.0164,0.0186,0.025
2.431666,-0.0024,-0.0075,0.0042,0.009
2.436633,0.0023,-0.0074,0.0184,0.020
2.442413,-0.0073,-0.0073,-0.0149,0.018
2.452424,-0.0025,-0.0073,0.0042,0.009
2.453122,-0.0120,0.0071,0.0041,0.015
2.459667,0.0072,-0.0026,0.0136,0.016
2.464685,-0.0119,0.0022,0.0182,0.022
2.466648,0.0118,0.0213,0.0086,0.026
2.471744,0.0212,0.0069,-0.0057,0.023
2.476711,0.0210,0.0070,0.0228,0.032
2.481490,0.0019,-0.0120,-0.0106,0.016
2.486950,0.0019,0.0119,0.0037,0.013
2.492113,-0.0173,-0.0118,0.0132,0.025
2.496492,0.0114,-0.0068,-0.0202,0.024
2.501607,0.0113,-0.0069,0.0132,0.019
2.506432,0.0018,0.0075,-0.0106,0.013
2.511475,-0.0028,-0.0213,-0.0010,0.021
2.517187,0.0018,0.0121,0.0085,0.015
2.521531,0.0208,-0.0117,0.0036,0.024
2.526396,-0.0030,0.0026,0.0131,0.014
2.531432,-0.0076,0.0072,-0.0202,0.023
2.536546,0.0019,0.0215,-0.0153,0.026
2.542530,-0.0030,0.0024,0.0038,0.005
2.553036,-0.0218,0.0214,0.0133,0.033
2.553816,-0.0027,-0.0073,-0.0106,0.013
2.556368,-0.0168,-0.0025,-0.0105,0.020
2.561542,0.0071,0.0070,-0.0057,0.011
2.567811,0.0070,0.0211,-0.0009,0.022
2.572053,0.0353,0.0162,0.0039,0.039
2.576981,0.0112,-0.0030,-0.0151,0.019
2.581396,-0.0173,0.0018,-0.0245,0.030
2.586468,0.0020,0.0208,-0.0053,0.022
2.591494,0.0019,0.0064,-0.0148,0.016
2.596559,-0.0361,0.0017,-0.0051,0.037
2.602978,-0.0026,0.0205,-0.0051,0.021
2.606157,0.0212,0.0156,0.0092,0.028
2.611360,0.0067,0.0012,0.0281,0.029
2.616621,-0.0029,0.0249,0.0041,0.025
2.621677,0.0068,0.0104,0.0041,0.013
2.628200,0.0021,-0.0040,0.0088,0.010
2.631110,-0.0122,0.0103,-0.0055,0.017
2.636191,-0.0120,-0.0278,-0.0149,0.034
2.643043,0.0260,0.0009,-0.0006,0.026
2.652534,0.0021,0.0008,-0.0006,0.002
2.653183,-0.0313,0.0008,0.0184,0.036
2.660912,0.0259,-0.0087,0.0040,0.028
2.662244,0.0210,-0.0039,0.0087,0.023
2.666135,-0.0030,-0.0037,-0.0103,0.011
2.672641,-0.0219,0.0153,0.0135,0.030
2.676091,0.0021,0.0199,0.0039,0.020
2.686713,0.0210,0.0056,-0.0009,0.022
2.691295,-0.0171,0.0007,-0.0104,0.020
2.692021,0.0068,-0.0039,-0.0008,0.008
2.697769,-0.0027,-0.0040,-0.0008,0.005
2.700896,0.0115,0.0008,-0.0055,0.013
2.705920,-0.0170,0.0008,-0.0055,0.018
2.710795,-0.0168,-0.0089,-0.0007,0.019
2.716212,-0.0167,0.0245,0.0183,0.035
